id,name,image,party,party_id,area,term,source
229,Cândido Rodrigues,http://www.parlamento.cv/DepImag.aspx?CodDeputado=229,MPD,MPD,América,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=229
231,Austelino Tavares Correia,http://www.parlamento.cv/DepImag.aspx?CodDeputado=231,MPD,MPD,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=231
232,Orlanda Maria Duarte Santos Ferreira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=232,MPD,MPD,Santo Antão,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=232
234,Orlando Pereira Dias,http://www.parlamento.cv/DepImag.aspx?CodDeputado=234,MPD,MPD,África,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=234
235,Pedro Alexandre Tavares Rocha,http://www.parlamento.cv/DepImag.aspx?CodDeputado=235,MPD,MPD,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=235
236,Eunice Andrade da Silva Spencer Lopes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=236,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=236
237,Adalberto Higino Tavares Silva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=237,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=237
238,Anilda Ineida Monteiro Tavares,http://www.parlamento.cv/DepImag.aspx?CodDeputado=238,MPD,MPD,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=238
239,António Jorge Delgado,http://www.parlamento.cv/DepImag.aspx?CodDeputado=239,MPD,MPD,São Vicente,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=239
240,Abraão Aníbal Fernandes Barbosa Vicente,http://www.parlamento.cv/DepImag.aspx?CodDeputado=240,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=240
241,Carlos Alberto Wahnon de Carvalho Veiga,http://www.parlamento.cv/DepImag.aspx?CodDeputado=241,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=241
242,Fernando Eíisio Leboucher Freire de Andrade,http://www.parlamento.cv/DepImag.aspx?CodDeputado=242,MPD,MPD,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=242
243,Filomena Mendes Gonçalves,http://www.parlamento.cv/DepImag.aspx?CodDeputado=243,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=243
244,Isa Filomena Pereira Soares da Costa,http://www.parlamento.cv/DepImag.aspx?CodDeputado=244,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=244
245,Janine Tatiana Santos Lélis,http://www.parlamento.cv/DepImag.aspx?CodDeputado=245,MPD,MPD,Sal,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=245
246,Joana Gomes Rosa,http://www.parlamento.cv/DepImag.aspx?CodDeputado=246,MPD,MPD,Maio,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=246
247,Jorge Pedro Maurício dos Santos,http://www.parlamento.cv/DepImag.aspx?CodDeputado=247,MPD,MPD,São Vicente,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=247
248,José Filomeno Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=248,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=248
249,Leão Monteiro Lopes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=249,MPD,MPD,Santo Antão,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=249
250,Mário Ramos Pereira Silva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=250,MPD,MPD,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=250
251,Miguel Pedro Sousa Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=251,MPD,MPD,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=251
252,José Cristiano de Jesus Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=252,MPD,MPD,América,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=252
253,Estêvão Barros Rodrigues,http://www.parlamento.cv/DepImag.aspx?CodDeputado=253,PAICV,PAICV,África,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=253
254,Maria da Luz Rocha Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=254,PAICV,PAICV,São Vicente,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=254
255,Sidónio Fontes Lima Monteiro,http://www.parlamento.cv/DepImag.aspx?CodDeputado=255,PAICV,PAICV,América,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=255
256,Aristides Raimundo Lima,http://www.parlamento.cv/DepImag.aspx?CodDeputado=256,PAICV,PAICV,Boa Vista,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=256
257,Joanilda Lúcia Silva Alves,http://www.parlamento.cv/DepImag.aspx?CodDeputado=257,PAICV,PAICV,Fogo,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=257
258,Fernando Jorge Spencer Ferreira Frederico,http://www.parlamento.cv/DepImag.aspx?CodDeputado=258,PAICV,PAICV,Maio,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=258
259,António Alberto Mendes Fernandes,http://www.parlamento.cv/DepImag.aspx?CodDeputado=259,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=259
260,José Manuel Gomes Andrade,http://www.parlamento.cv/DepImag.aspx?CodDeputado=260,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=260
261,Virgínia baesa cabral Gonçalves,http://www.parlamento.cv/DepImag.aspx?CodDeputado=261,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=261
262,Fernando Lopes Robalo,http://www.parlamento.cv/DepImag.aspx?CodDeputado=262,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=262
263,Justiniano Jorge Lopes de Sena,http://www.parlamento.cv/DepImag.aspx?CodDeputado=263,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=263
264,Nuias Mendes Barbosa Silva,http://www.parlamento.cv/DepImag.aspx?CodDeputado=264,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=264
265,Armindo Cipriano Maurício,http://www.parlamento.cv/DepImag.aspx?CodDeputado=265,PAICV,PAICV,Santo Antão,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=265
266,Carlos Alberto Delgado,http://www.parlamento.cv/DepImag.aspx?CodDeputado=266,PAICV,PAICV,Santo Antão,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=266
267,Carlos Antonio Silva Ramos,http://www.parlamento.cv/DepImag.aspx?CodDeputado=267,PAICV,PAICV,São Nicolau,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=267
268,Filomena de Fátima Ribeiro Vieira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=268,PAICV,PAICV,São Vicente,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=268
269,Arnaldo Andrade Ramos,http://www.parlamento.cv/DepImag.aspx?CodDeputado=269,PAICV,PAICV,Europa,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=269
270,Alcídio José Gonçalves Tavares,http://www.parlamento.cv/DepImag.aspx?CodDeputado=270,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=270
271,José Manuel Sanches Tavares,http://www.parlamento.cv/DepImag.aspx?CodDeputado=271,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=271
272,Pedro Amante de Ramiro Furtado,http://www.parlamento.cv/DepImag.aspx?CodDeputado=272,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=272
273,Susete Soares Muniz,http://www.parlamento.cv/DepImag.aspx?CodDeputado=273,PAICV,PAICV,Santiago Norte,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=273
274,Cláudia Sofia Marques Rodrigues,http://www.parlamento.cv/DepImag.aspx?CodDeputado=274,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=274
275,Dúnia Alice Monteiro Moreira de Almeida Pereira,http://www.parlamento.cv/DepImag.aspx?CodDeputado=275,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=275
276,Euclides Vaz Cardoso Centeio,http://www.parlamento.cv/DepImag.aspx?CodDeputado=276,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=276
277,Graça Maria Lopes de Carvalho Sanches,http://www.parlamento.cv/DepImag.aspx?CodDeputado=277,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=277
278,Maria Fernanda Mendes Varela,http://www.parlamento.cv/DepImag.aspx?CodDeputado=278,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=278
279,Joselito Monteiro Fonseca,http://www.parlamento.cv/DepImag.aspx?CodDeputado=279,PAICV,PAICV,Santo Antão,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=279
280,Paulo Noel Rendall de Oliveira Martins,http://www.parlamento.cv/DepImag.aspx?CodDeputado=280,PAICV,PAICV,São Vicente,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=280
281,Afonso Silva Mendes da Fonseca,http://www.parlamento.cv/DepImag.aspx?CodDeputado=281,PAICV,PAICV,Santiago Sul,8,http://www.parlamento.cv/Inform_Dep2.aspx?CodDeputado=281
