id,fullname,birth_date,death_date,img,mandates,source,name,party,area,term
100337,Alex Canziani Silveira,1964-06-11,1964-06-11,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg,"Deputado Federal, 1999-2003, PR, PTB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PR, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PTB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100337&tipo=0,ALEX CANZIANI,PTB,PR,55
195940,Alex Spinelli Manente,,,http://www.camara.gov.br/internet/deputado/bandep/178972.jpg,"Deputado Federal, 2015-2019, SP, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195940&tipo=0,ALEX MANENTE,PPS,SP,55
195835,Alexandre Baldy de Sant'Anna Braga,,,http://www.camara.gov.br/internet/deputado/bandep/178875.jpg,"Deputado Federal, 2015-2019, GO, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195835&tipo=0,ALEXANDRE BALDY,PTN,GO,55
189163,Alexandre Leite da Silva,1989-04-18,1989-04-18,http://www.camara.gov.br/internet/deputado/bandep/160545.jpg,"Deputado Federal, 2011-2015, SP, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, DEM. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189163&tipo=0,ALEXANDRE LEITE,DEM,SP,55
195792,Alexandre Augustus Serfiotis,,,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg,"Deputado Federal, 2015-2019, RJ, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195792&tipo=0,ALEXANDRE SERFIOTIS,PMDB,RJ,55
195902,Alexandre Valle Cardoso,2016-07-04,2016-07-04,http://www.camara.gov.br/internet/deputado/bandep/178936.jpg,"Deputado Federal, 2015-2019, RJ, PRP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195902&tipo=0,ALEXANDRE VALLE,PR,RJ,55
160996,Jacob Alfredo Stoffels Kaefer,1955-11-07,1955-11-07,http://www.camara.gov.br/internet/deputado/bandep/141454.jpg,"Deputado Federal, 2007-2011, PR, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=160996&tipo=0,ALFREDO KAEFER,PSL,PR,55
195803,Alfredo Pereira do Nascimento,2016-05-05,2016-05-05,http://www.camara.gov.br/internet/deputado/bandep/178846.jpg,"Deputado Federal, 2015-2019, AM, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195803&tipo=0,ALFREDO NASCIMENTO,PR,AM,55
107809,Alice Mazzuco Portugal,1959-05-16,1959-05-16,http://www.camara.gov.br/internet/deputado/bandep/74057.jpg,"Deputada Federal, 2003-2007, BA, PCdoB. Dt. Posse: 01/02/2003; Deputada Federal, 2007-2011, BA, PCdoB. Dt. Posse: 01/02/2007; Deputada Federal, 2011-2015, BA, PCdoB. Dt. Posse: 01/02/2011; Deputada Federal, 2015-2019, BA, PCdoB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107809&tipo=0,ALICE PORTUGAL,PCdoB,BA,55
195892,Aliel Machado Bark,,,http://www.camara.gov.br/internet/deputado/bandep/178927.jpg,"Deputado Federal, 2015-2019, PR, PCdoB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195892&tipo=0,ALIEL MACHADO,REDE,PR,55
195903,Altineu Côrtes Freitas Coutinho,,,http://www.camara.gov.br/internet/deputado/bandep/178937.jpg,"Deputado Federal, 2015-2019, RJ, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195903&tipo=0,ALTINEU CÔRTES,PMDB,RJ,55
195842,Aluisio Guimaraes Mendes Filho,2016-11-11,2016-11-11,http://www.camara.gov.br/internet/deputado/bandep/178881.jpg,"Deputado Federal, 2015-2019, MA, PSDC. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195842&tipo=0,ALUISIO MENDES,PTN,MA,55
195941,Ana Lucia Lippaus Perugini,,,http://www.camara.gov.br/internet/deputado/bandep/178973.jpg,"Deputada Federal, 2015-2019, SP, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195941&tipo=0,ANA PERUGINI,PT,SP,55
189103,Anderson Ferreira Rodrigues,1972-12-10,1972-12-10,http://www.camara.gov.br/internet/deputado/bandep/160551.jpg,"Deputado Federal, 2011-2015, PE, PR. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PE, PR. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189103&tipo=0,ANDERSON FERREIRA,PR,PE,55
195790,Andre Dos Santos Abdon,2016-10-11,2016-10-11,http://www.camara.gov.br/internet/deputado/bandep/178831.jpg,"Deputado Federal, 2015-2019, AP, PRB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195790&tipo=0,ANDRÉ ABDON,PP,AP,55
99220,André Carlos Alves de Paula Filho,1961-07-22,1961-07-22,http://www.camara.gov.br/internet/deputado/bandep/74471.jpg,"Deputado Federal, 1999-2003, PE, PFL. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, PE, PFL. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PE, PFL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PE, DEM. Dt. Posse: 13/03/2014; Deputado Federal, 2015-2019, PE, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=99220&tipo=0,ANDRÉ DE PAULA,PSD,PE,55
139422,André Peixoto Figueiredo Lima,1966-11-10,1966-11-10,http://www.camara.gov.br/internet/deputado/bandep/133439.jpg,"Deputado Federal, 2003-2007, CE, PDT. Dt. Posse: 06/01/2005; Deputado Federal, 2011-2015, CE, PDT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PDT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=139422&tipo=0,ANDRÉ FIGUEIREDO,PDT,CE,55
195843,Andre Luiz Carvalho Ribeiro,,,http://www.camara.gov.br/internet/deputado/bandep/178882.jpg,"Deputado Federal, 2015-2019, MA, PEN. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195843&tipo=0,ANDRÉ FUFUCA,PP,MA,55
189159,André Luís Dantas Ferreira,1972-02-23,1972-02-23,http://www.camara.gov.br/internet/deputado/bandep/160543.jpg,"Deputado Federal, 2011-2015, SE, PSC. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SE, PSC. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189159&tipo=0,ANDRE MOURA,PSC,SE,55
195942,Andres Navarro Sanchez,,,http://www.camara.gov.br/internet/deputado/bandep/178974.jpg,"Deputado Federal, 2015-2019, SP, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195942&tipo=0,ANDRES SANCHEZ,PT,SP,55
201605,Angela Albino,1969-08-28,1969-08-28,http://www.camara.gov.br/internet/deputado/bandep/192120.jpg,"Deputada Federal, 2015-2019, SC, PCdoB. Dt. Posse: 28/10/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=201605&tipo=0,ANGELA ALBINO,PCdoB,SC,55
195794,Raimundo Angelim Vasconcelos,,,http://www.camara.gov.br/internet/deputado/bandep/178837.jpg,"Deputado Federal, 2015-2019, AC, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195794&tipo=0,ANGELIM,PT,AC,55
96859,Aníbal Ferreira Gomes,1953-06-07,1953-06-07,http://www.camara.gov.br/internet/deputado/bandep/74212.jpg,"Deputado Federal, 1995-1999, CE, PMDB. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, CE, PSDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, CE, PMDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, CE, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, CE, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PMDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96859&tipo=0,ANÍBAL GOMES,PMDB,CE,55
101060,Antonio Balhmann Cardoso Nunes Filho,1949-08-22,1949-08-22,http://www.camara.gov.br/internet/deputado/bandep/74213.jpg,"Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 01/02/1995; Deputado Federal, 2011-2015, CE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PROS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=101060&tipo=0,ANTONIO BALHMANN,PDT,CE,55
189042,Antonio Luiz Paranhos Ribeiro Leite de Brito,1969-01-17,1969-01-17,http://www.camara.gov.br/internet/deputado/bandep/160553.jpg,"Deputado Federal, 2011-2015, BA, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189042&tipo=0,ANTONIO BRITO,PSD,BA,55
161129,Antonio Carlos Martins de Bulhões,1968-05-05,1968-05-05,http://www.camara.gov.br/internet/deputado/bandep/141383.jpg,"Deputado Federal, 2007-2011, SP, PMDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PRB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PRB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=161129&tipo=0,ANTONIO BULHÕES,PRB,SP,55
100694,Antonio Carlos de Mendes Thame,1946-06-13,1946-06-13,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,"Deputado Federal (Constituinte), 1987-1991, SP, PFL. Dt. Posse: 01/02/1987; Deputado Federal (Congresso Revisor), 1991-1992, SP, PSDB. Dt. Posse: 01/02/1991; Deputado Federal, 1999-2003, SP, PSDB. Dt. Posse: 27/07/1999; Deputado Federal, 2003-2007, SP, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PSDB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PSDB. Dt. Posse: 03/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=100694&tipo=0,ANTONIO CARLOS MENDES THAME,PV,SP,55
189041,Antonio José Imbassahy da Silva,1948-03-12,1948-03-12,http://www.camara.gov.br/internet/deputado/bandep/160530.jpg,"Deputado Federal, 2011-2015, BA, PSDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189041&tipo=0,ANTONIO IMBASSAHY,PSDB,BA,55
195918,Antonio Jacome de Lima Junior,,,http://www.camara.gov.br/internet/deputado/bandep/178950.jpg,"Deputado Federal, 2015-2019, RN, PMN. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195918&tipo=0,ANTÔNIO JÁCOME,PTN,RN,55
98966,Francisco Ariosto Holanda,1938-10-11,1938-10-11,http://www.camara.gov.br/internet/deputado/bandep/74103.jpg,"Deputado Federal (Congresso Revisor), 1991-1995, CE, PSB. Dt. Posse: 01/02/1991; Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 18/08/1995; Deputado Federal, 1999-2003, CE, PSDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, CE, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, CE, PSB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, CE, PSB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PROS. Dt. Posse: 06/10/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98966&tipo=0,ARIOSTO HOLANDA,PDT,CE,55
96950,Arlindo Chignalia Junior,1949-12-24,1949-12-24,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,"Deputado Federal, 1995-1999, SP, PT. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, SP, PT. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PT. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96950&tipo=0,ARLINDO CHINAGLIA,PT,SP,55
96966,Arnaldo Faria de Sá,1945-12-30,1945-12-30,http://www.camara.gov.br/internet/deputado/bandep/73434.jpg,"Deputado Federal (Constituinte), 1987-1991, SP, PTB. Dt. Posse: 01/02/1987; Deputado Federal (Congresso Revisor), 1991-1995, SP, PRN. Dt. Posse: 01/02/1991; Deputado Federal, 1995-1999, SP, PPR. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, SP, PPB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, SP, PTB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, SP, PTB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=96966&tipo=0,ARNALDO FARIA DE SÁ,PTB,SP,55
162417,Arnaldo Calil Pereira Jardim,1955-05-08,1955-05-08,http://www.camara.gov.br/internet/deputado/bandep/141391.jpg,"Deputado Federal, 2007-2011, SP, PPS. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, SP, PPS. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, SP, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=162417&tipo=0,ARNALDO JARDIM,PPS,SP,55
189206,Arnaldo Jordy Figueiredo,1958-11-30,1958-11-30,http://www.camara.gov.br/internet/deputado/bandep/160602.jpg,"Deputado Federal, 2011-2015, PA, PPS. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PA, PPS. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189206&tipo=0,ARNALDO JORDY,PPS,PA,55
97679,Jose Arnon Cruz Bezerra de Menezes,1951-08-13,1951-08-13,http://www.camara.gov.br/internet/deputado/bandep/74291.jpg,"Deputado Federal, 1995-1999, CE, PSDB. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, CE, PSDB. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, CE, PSDB. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, CE, PTB. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, CE, PTB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, CE, PTB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97679&tipo=0,ARNON BEZERRA,PTB,CE,55
98731,Arolde de Oliveira,1937-03-11,1937-03-11,http://www.camara.gov.br/internet/deputado/bandep/74833.jpg,"Deputado Federal, 1983-1987, RJ, PDS. Dt. Posse: 28/02/1984; Deputado Federal (Constituinte), 1987-1991, RJ, PFL. Dt. Posse: 01/02/1987; Deputado Federal (Congresso Revisor), 1991-1995, RJ, PFL. Dt. Posse: 01/02/1991; Deputado Federal, 1995-1999, RJ, PFL. Dt. Posse: 01/02/1995; Deputado Federal, 1999-2003, RJ, PFL. Dt. Posse: 01/02/1999; Deputado Federal, 2003-2007, RJ, PFL. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, RJ, PFL. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, RJ, DEM. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, RJ, PSD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=98731&tipo=0,AROLDE DE OLIVEIRA,PSC,RJ,55
189194,Arthur César Pereira de Lira,1969-06-25,1969-06-25,http://www.camara.gov.br/internet/deputado/bandep/160541.jpg,"Deputado Federal, 2011-2015, AL, PP. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, AL, PP. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189194&tipo=0,ARTHUR LIRA,PP,AL,55
189196,Arthur de Oliveira Maia da Silva,1964-08-17,1964-08-17,http://www.camara.gov.br/internet/deputado/bandep/160600.jpg,"Deputado Federal, 2011-2015, BA, PMDB. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, BA, SD. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189196&tipo=0,ARTHUR OLIVEIRA MAIA,PPS,BA,55
195804,Arthur Virgilio do Carmo Ribeiro Bisneto,2016-01-10,2016-01-10,http://www.camara.gov.br/internet/deputado/bandep/178847.jpg,"Deputado Federal, 2015-2019, AM, PSDB. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=195804&tipo=0,ARTHUR VIRGÍLIO BISNETO,PSDB,AM,55
189111,Francisco de Assis Carvalho Gonçalves,1961-09-09,1961-09-09,http://www.camara.gov.br/internet/deputado/bandep/159237.jpg,"Deputado Federal, 2011-2015, PI, PT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PI, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189111&tipo=0,ASSIS CARVALHO,PT,PI,55
107246,Assis Miguel do Couto,1961-10-17,1961-10-17,http://www.camara.gov.br/internet/deputado/bandep/74378.jpg,"Deputado Federal, 2003-2007, PR, PT. Dt. Posse: 01/02/2003; Deputado Federal, 2007-2011, PR, PT. Dt. Posse: 01/02/2007; Deputado Federal, 2011-2015, PR, PT. Dt. Posse: 01/02/2011; Deputado Federal, 2015-2019, PR, PT. Dt. Posse: 01/02/2015.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=107246&tipo=0,ASSIS DO COUTO,PDT,PR,55
201701,Atila Alexandre Nunes Pereira,1974-06-24,1974-06-24,http://www.camara.gov.br/internet/deputado/bandep/193165.jpg,"Deputado Federal, 2015-2019, RJ, PSL. Dt. Posse: 06/01/2016.",http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=201701&tipo=0,ÁTILA A. NUNES,PMDB,RJ,55
