id,name,photo,email,source,given_name,family_name,start_date,end_date,party,term
48AF52B2BE494593C22577BC0021B9AF,Boriss Cilevics,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/48af52b2be494593c22577bc0021b9af/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/48AF52B2BE494593C22577BC0021B9AF?OpenDocument&lang=EN,Boriss,Cilevics,2010-11-02,2011-10-17,Concord Centre,10
975C7A37652C6F11C22577BC0021B99E,Sergejs Mirskis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/975c7a37652c6f11c22577bc0021b99e/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/975C7A37652C6F11C22577BC0021B99E?OpenDocument&lang=EN,Sergejs,Mirskis,2010-11-02,2011-10-17,Concord Centre,10
1A17EB19514AFE82C22577BC0021BA97,Visvaldis Lacis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1a17eb19514afe82c22577bc0021ba97/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1A17EB19514AFE82C22577BC0021BA97?OpenDocument&lang=EN,Visvaldis,Lacis,2010-11-02,2011-03-08,All for Latvia and For Fatherland and Freedom/LNNK,10
1A17EB19514AFE82C22577BC0021BA97,Visvaldis Lacis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1a17eb19514afe82c22577bc0021ba97/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1A17EB19514AFE82C22577BC0021BA97?OpenDocument&lang=EN,Visvaldis,Lacis,2011-03-08,2011-10-17,Unaffiliated members of parliament,10
637B2CF128792D41C22577BC0021B8F6,Igors Melnikovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/637b2cf128792d41c22577bc0021b8f6/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/637B2CF128792D41C22577BC0021B8F6?OpenDocument&lang=EN,Igors,Melnikovs,2010-11-02,2011-10-17,Concord Centre,10
8DD6F35E1A2615A3C22577BC0021B92C,Vitauts Stana,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/8dd6f35e1a2615a3c22577bc0021b92c/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/8DD6F35E1A2615A3C22577BC0021B92C?OpenDocument&lang=EN,Vitauts,Stana,2010-11-02,2011-10-17,Union of Greens and Farmers,10
348A5FB55F9395D7C22577BC0021B8C6,Liene Liepina,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/348a5fb55f9395d7c22577bc0021b8c6/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/348A5FB55F9395D7C22577BC0021B8C6?OpenDocument&lang=EN,Liene,Liepina,2010-11-04,2011-10-17,Unity,10
C6F6CA0AA938BE20C22577BC0021BA64,Janis Vucans,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/c6f6ca0aa938be20c22577bc0021ba64/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/C6F6CA0AA938BE20C22577BC0021BA64?OpenDocument&lang=EN,Janis,Vucans,2010-11-02,2011-10-17,Union of Greens and Farmers,10
4AB2392084453E9AC22577BC0021BA37,Karlis Serzants,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/4ab2392084453e9ac22577bc0021ba37/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/4AB2392084453E9AC22577BC0021BA37?OpenDocument&lang=EN,Karlis,Serzants,2010-11-02,2011-10-17,Union of Greens and Farmers,10
9475B73A989E75BFC22577BC0021B963,Janis Dombrava,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/9475b73a989e75bfc22577bc0021b963/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/9475B73A989E75BFC22577BC0021B963?OpenDocument&lang=EN,Janis,Dombrava,2010-11-02,2011-10-17,All for Latvia and For Fatherland and Freedom/LNNK,10
D5A81F008940F44AC22577BC0021B988,Aleksejs Burunovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/d5a81f008940f44ac22577bc0021b988/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/D5A81F008940F44AC22577BC0021B988?OpenDocument&lang=EN,Aleksejs,Burunovs,2010-11-02,2011-10-17,Concord Centre,10
3137940351F6FFBEC22577BC0021B980,Dmitrijs Rodionovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3137940351f6ffbec22577bc0021b980/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3137940351F6FFBEC22577BC0021B980?OpenDocument&lang=EN,Dmitrijs,Rodionovs,2010-11-02,2011-10-17,Concord Centre,10
F9957F783E22DA4FC22577BC0021BA6E,Gaidis Berzins,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/f9957f783e22da4fc22577bc0021ba6e/Foto/0.84?OpenElement&FieldElemFormat=jpg,"
",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/F9957F783E22DA4FC22577BC0021BA6E?OpenDocument&lang=EN,Gaidis,Berzins,2010-11-02,2011-10-17,All for Latvia and For Fatherland and Freedom/LNNK,10
1F15CB4DDE3B1065C22577BC0021B960,Einars Cilinskis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1f15cb4dde3b1065c22577bc0021b960/Foto/0.84?OpenElement&FieldElemFormat=jpg,"
",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1F15CB4DDE3B1065C22577BC0021B960?OpenDocument&lang=EN,Einars,Cilinskis,2010-11-02,2011-10-17,All for Latvia and For Fatherland and Freedom/LNNK,10
193388331B748957C22577BC0021B91B,Inguna Ribena,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/193388331b748957c22577bc0021b91b/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/193388331B748957C22577BC0021B91B?OpenDocument&lang=EN,Inguna,Ribena,2010-11-02,2011-10-17,Unity,10
6CE5BE0C2B1842FAC22577BC0021BA60,Oskars Zids,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6ce5be0c2b1842fac22577bc0021ba60/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6CE5BE0C2B1842FAC22577BC0021BA60?OpenDocument&lang=EN,Oskars,Zids,2010-11-02,2011-10-17,Union of Greens and Farmers,10
3EE1F83D53A77915C22577BC0021BA08,Andris Buikis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3ee1f83d53a77915c22577bc0021ba08/Foto/0.84?OpenElement&FieldElemFormat=jpg,"
",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3EE1F83D53A77915C22577BC0021BA08?OpenDocument&lang=EN,Andris,Buikis,2010-11-02,2011-10-17,Unity,10
DE20E6C14F383897C22577BC0021B92F,Aija Barca,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/de20e6c14f383897c22577bc0021b92f/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/DE20E6C14F383897C22577BC0021B92F?OpenDocument&lang=EN,Aija,Barca,2010-11-02,2011-10-17,Union of Greens and Farmers,10
01669955861D9F96C22577BC0021B8C5,Janina Kursite-Pakule,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/01669955861d9f96c22577bc0021b8c5/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/01669955861D9F96C22577BC0021B8C5?OpenDocument&lang=EN,Janina,Kursite-Pakule,2010-11-02,2011-10-17,Unity,10
5977EA145C9D842EC22577BC0021B94A,Ansis Salins,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/5977ea145c9d842ec22577bc0021b94a/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/5977EA145C9D842EC22577BC0021B94A?OpenDocument&lang=EN,Ansis,Salins,2010-11-04,2011-10-17,Unity,10
2E40ECBFF6EF003BC22577BC0021BA1F,Dzintars Zakis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2e40ecbff6ef003bc22577bc0021ba1f/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2E40ECBFF6EF003BC22577BC0021BA1F?OpenDocument&lang=EN,Dzintars,Zakis,2010-11-02,2010-11-03,Unity,10
2E40ECBFF6EF003BC22577BC0021BA1F,Dzintars Zakis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2e40ecbff6ef003bc22577bc0021ba1f/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2E40ECBFF6EF003BC22577BC0021BA1F?OpenDocument&lang=EN,Dzintars,Zakis,2010-11-03,2011-10-17,Unity,10
AA81BD7D21C97AEBC22577BC0021BA7D,Raivis Dzintars,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/aa81bd7d21c97aebc22577bc0021ba7d/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/AA81BD7D21C97AEBC22577BC0021BA7D?OpenDocument&lang=EN,Raivis,Dzintars,2010-11-02,2011-10-17,All for Latvia and For Fatherland and Freedom/LNNK,10
D540CB9C50917E25C22577BC0021B8F0,Igors Pimenovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/d540cb9c50917e25c22577bc0021b8f0/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/D540CB9C50917E25C22577BC0021B8F0?OpenDocument&lang=EN,Igors,Pimenovs,2010-11-02,2011-10-17,Concord Centre,10
3F2C85D1C75A65C8C22577BC0021B8DF,Nikita Nikiforovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3f2c85d1c75a65c8c22577bc0021b8df/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3F2C85D1C75A65C8C22577BC0021B8DF?OpenDocument&lang=EN,Nikita,Nikiforovs,2010-11-02,2011-10-17,Concord Centre,10
D1C522055126C8CCC22577BC0021B9CD,Andris Berzins (Riga),http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/d1c522055126c8ccc22577bc0021b9cd/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/D1C522055126C8CCC22577BC0021B9CD?OpenDocument&lang=EN,Andris,Berzins (Riga),2011-04-14,2011-10-17,For a Good Latvia,10
6DEDEBA49711FADEC22577BC0021B8CF,Raimonds Rubiks,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6dedeba49711fadec22577bc0021b8cf/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6DEDEBA49711FADEC22577BC0021B8CF?OpenDocument&lang=EN,Raimonds,Rubiks,2010-11-02,2011-10-17,Concord Centre,10
A03B8ABCB48F71D4C22577BC0021BA35,Aivars Dronka,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/a03b8abcb48f71d4c22577bc0021ba35/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/A03B8ABCB48F71D4C22577BC0021BA35?OpenDocument&lang=EN,Aivars,Dronka,2010-11-02,2011-10-17,Union of Greens and Farmers,10
1CDF848113FE5417C22577BC0021BA0E,Ints Dalderis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1cdf848113fe5417c22577bc0021ba0e/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1CDF848113FE5417C22577BC0021BA0E?OpenDocument&lang=EN,Ints,Dalderis,2010-11-02,2011-10-17,Unity,10
3A56800FE7C45BD4C22577BC0021B993,Valerijs Kravcovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3a56800fe7c45bd4c22577bc0021b993/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/3A56800FE7C45BD4C22577BC0021B993?OpenDocument&lang=EN,Valerijs,Kravcovs,2010-11-02,2011-10-17,Concord Centre,10
499A8567CB19740BC22577BC0021BAEF,Rihards Eigims,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/499a8567cb19740bc22577bc0021baef/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/499A8567CB19740BC22577BC0021BAEF?OpenDocument&lang=EN,Rihards,Eigims,2010-11-02,2011-10-17,Union of Greens and Farmers,10
AC3FB33BCF7F5CACC22577BC0021B944,Igors Zujevs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/ac3fb33bcf7f5cacc22577bc0021b944/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/AC3FB33BCF7F5CACC22577BC0021B944?OpenDocument&lang=EN,Igors,Zujevs,2010-11-02,2011-10-17,Concord Centre,10
34570A4F51F34FD2C22577BC0021BA26,Janis Reirs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/34570a4f51f34fd2c22577bc0021ba26/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/34570A4F51F34FD2C22577BC0021BA26?OpenDocument&lang=EN,Janis,Reirs,2010-11-04,2011-10-17,Unity,10
D3BDEF0FB8043AB7C22577BC0021BA33,Stanislavs Skesters,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/d3bdef0fb8043ab7c22577bc0021ba33/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/D3BDEF0FB8043AB7C22577BC0021BA33?OpenDocument&lang=EN,Stanislavs,Skesters,2010-11-02,2011-10-17,Union of Greens and Farmers,10
62149A384E0FF6E3C22577BC0021B9F8,Dzintars Abikis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/62149a384e0ff6e3c22577bc0021b9f8/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/62149A384E0FF6E3C22577BC0021B9F8?OpenDocument&lang=EN,Dzintars,Abikis,2010-11-02,2011-10-17,Unity,10
74DF80D97A5D9B5CC22577BC0021B8ED,Mihails Zemlinskis,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/74df80d97a5d9b5cc22577bc0021b8ed/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/74DF80D97A5D9B5CC22577BC0021B8ED?OpenDocument&lang=EN,Mihails,Zemlinskis,2010-11-02,2011-10-17,Concord Centre,10
EE4505F6CC2E8C26C22577BC0021B9A9,Valentins Grigorjevs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/ee4505f6cc2e8c26c22577bc0021b9a9/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/EE4505F6CC2E8C26C22577BC0021B9A9?OpenDocument&lang=EN,Valentins,Grigorjevs,2010-11-02,2011-10-17,Concord Centre,10
989E9D942087F3A4C22577BC0021B9B4,Edgars Zalans,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/989e9d942087f3a4c22577bc0021b9b4/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/989E9D942087F3A4C22577BC0021B9B4?OpenDocument&lang=EN,Edgars,Zalans,2010-11-02,2011-10-17,For a Good Latvia,10
1D0A39FD32FBD24DC22577BC0021BA7A,Imants Paradnieks,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1d0a39fd32fbd24dc22577bc0021ba7a/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/1D0A39FD32FBD24DC22577BC0021BA7A?OpenDocument&lang=EN,Imants,Paradnieks,2010-11-02,2011-10-17,All for Latvia and For Fatherland and Freedom/LNNK,10
E1DC9254239A2C45C22577BC0021BACD,Dace Reinika,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/e1dc9254239a2c45c22577bc0021bacd/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/E1DC9254239A2C45C22577BC0021BACD?OpenDocument&lang=EN,Dace,Reinika,2010-11-02,2011-10-17,Union of Greens and Farmers,10
6AB5BCFA9055675DC22577BC0021B9A2,Sergejs Dolgopolovs,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6ab5bcfa9055675dc22577bc0021b9a2/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/6AB5BCFA9055675DC22577BC0021B9A2?OpenDocument&lang=EN,Sergejs,Dolgopolovs,2010-11-02,2011-10-17,Concord Centre,10
2B24C19BAFAC1E52C22577BC0021B8C3,Dzintra Hirsa,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2b24c19bafac1e52c22577bc0021b8c3/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/2B24C19BAFAC1E52C22577BC0021B8C3?OpenDocument&lang=EN,Dzintra,Hirsa,2010-11-02,2011-10-17,Unity,10
9611E6D7E456D819C22577BC0021B975,Dana Reizniece-Ozola,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/9611e6d7e456d819c22577bc0021b975/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/9611E6D7E456D819C22577BC0021B975?OpenDocument&lang=EN,Dana,Reizniece-Ozola,2010-11-02,2011-10-17,Union of Greens and Farmers,10
02A081C6082FAA65C22577BC0021B8F8,Rita Strode,http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/02a081c6082faa65c22577bc0021b8f8/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima10_depweb_public.nsf/0/02A081C6082FAA65C22577BC0021B8F8?OpenDocument&lang=EN,Rita,Strode,2010-11-02,2011-10-17,For a Good Latvia,10
