id,name,photo,email,source,given_name,family_name,start_date,end_date,party,term
055F9D680BEC65E8C22579100046C561,Inese Aizstrauta,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/055f9d680bec65e8c22579100046c561/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inese.Aizstrauta@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/055F9D680BEC65E8C22579100046C561?OpenDocument&lang=EN,Inese,Aizstrauta,2014-01-23,2014-11-04,Union of Greens and Farmers,11
D472BF93A1272030C22579100046C50F,Solvita Aboltina,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/d472bf93a1272030c22579100046c50f/Foto/0.84?OpenElement&FieldElemFormat=jpg,Solvita.Aboltina@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/D472BF93A1272030C22579100046C50F?OpenDocument&lang=EN,Solvita,Aboltina,2011-10-18,2014-11-04,Unity,11
F5C2EF60EEAA1939C22579100046C520,Dzintars Abikis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/f5c2ef60eeaa1939c22579100046c520/Foto/0.84?OpenElement&FieldElemFormat=jpg,"",http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/F5C2EF60EEAA1939C22579100046C520?OpenDocument&lang=EN,Dzintars,Abikis,2011-10-18,2014-11-04,Unity,11
9820993E36A7BD71C22579100046C576,Andris Berzins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/9820993e36a7bd71c22579100046c576/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andris.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/9820993E36A7BD71C22579100046C576?OpenDocument&lang=EN,Andris,Berzins,2011-10-17,2014-11-04,Union of Greens and Farmers,11
CCA469B6678E7EEEC22579100046C617,Gaidis Berzins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/cca469b6678e7eeec22579100046c617/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/CCA469B6678E7EEEC22579100046C617?OpenDocument&lang=EN,Gaidis,Berzins,2011-10-17,2011-11-03,All for Latvia and For Fatherland and Freedom/LNNK,11
CCA469B6678E7EEEC22579100046C617,Gaidis Berzins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/cca469b6678e7eeec22579100046c617/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/CCA469B6678E7EEEC22579100046C617?OpenDocument&lang=EN,Gaidis,Berzins,2012-07-05,2014-01-22,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
CCA469B6678E7EEEC22579100046C617,Gaidis Berzins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/cca469b6678e7eeec22579100046c617/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/CCA469B6678E7EEEC22579100046C617?OpenDocument&lang=EN,Gaidis,Berzins,2014-01-22,2014-09-03,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
CCA469B6678E7EEEC22579100046C617,Gaidis Berzins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/cca469b6678e7eeec22579100046c617/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gaidis.Berzins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/CCA469B6678E7EEEC22579100046C617?OpenDocument&lang=EN,Gaidis,Berzins,2014-09-03,2014-11-04,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
C0F7A2C364AE17F8C22579100046C679,Inita Bisofa,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/c0f7a2c364ae17f8c22579100046c679/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inita.Bisofa@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/C0F7A2C364AE17F8C22579100046C679?OpenDocument&lang=EN,Inita,Bisofa,2011-10-18,2014-11-04,Reform Party,11
F891F3F335B9C7D8C22579100046C4EB,Ilma Cepane,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/f891f3f335b9c7d8c22579100046c4eb/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ilma.Cepane@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/F891F3F335B9C7D8C22579100046C4EB?OpenDocument&lang=EN,Ilma,Cepane,2011-10-18,2014-11-04,Unity,11
B39C0561341D6C76C22579100046C484,Irina Cvetkova,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/b39c0561341d6c76c22579100046c484/Foto/0.84?OpenElement&FieldElemFormat=jpg,Irina.Cvetkova@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/B39C0561341D6C76C22579100046C484?OpenDocument&lang=EN,Irina,Cvetkova,2011-10-17,2014-07-09,Concord Centre,11
B39C0561341D6C76C22579100046C484,Irina Cvetkova,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/b39c0561341d6c76c22579100046c484/Foto/0.84?OpenElement&FieldElemFormat=jpg,Irina.Cvetkova@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/B39C0561341D6C76C22579100046C484?OpenDocument&lang=EN,Irina,Cvetkova,2014-07-09,2014-11-04,Unaffiliated members of parliament,11
6E2F27643078A2ECC22579100046C51A,Andris Buikis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/6e2f27643078a2ecc22579100046c51a/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andris.Buikis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/6E2F27643078A2ECC22579100046C51A?OpenDocument&lang=EN,Andris,Buikis,2011-10-18,2014-06-19,Unity,11
6E2F27643078A2ECC22579100046C51A,Andris Buikis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/6e2f27643078a2ecc22579100046c51a/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andris.Buikis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/6E2F27643078A2ECC22579100046C51A?OpenDocument&lang=EN,Andris,Buikis,2014-06-19,2014-11-04,Unaffiliated members of parliament,11
8B4BA7FF87AE1616C22579100046C661,Guntars Bilsens,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8b4ba7ff87ae1616c22579100046c661/Foto/0.84?OpenElement&FieldElemFormat=jpg,Guntars.Bilsens@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8B4BA7FF87AE1616C22579100046C661?OpenDocument&lang=EN,Guntars,Bilsens,2011-10-18,2014-11-04,Reform Party,11
00B06133FB332FCBC22579100046C514,Lolita Cigane,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/00b06133fb332fcbc22579100046c514/Foto/0.84?OpenElement&FieldElemFormat=jpg,Lolita.Cigane@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/00B06133FB332FCBC22579100046C514?OpenDocument&lang=EN,Lolita,Cigane,2011-11-03,2011-11-14,Unity,11
00B06133FB332FCBC22579100046C514,Lolita Cigane,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/00b06133fb332fcbc22579100046c514/Foto/0.84?OpenElement&FieldElemFormat=jpg,Lolita.Cigane@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/00B06133FB332FCBC22579100046C514?OpenDocument&lang=EN,Lolita,Cigane,2011-11-14,2014-11-04,Unity,11
48258145097ED2F2C22579100046C610,Einars Cilinskis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ed2f2c22579100046c610/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ED2F2C22579100046C610?OpenDocument&lang=EN,Einars,Cilinskis,2011-10-17,2014-01-22,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
48258145097ED2F2C22579100046C610,Einars Cilinskis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ed2f2c22579100046c610/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ED2F2C22579100046C610?OpenDocument&lang=EN,Einars,Cilinskis,2014-01-22,2014-01-30,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
48258145097ED2F2C22579100046C610,Einars Cilinskis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ed2f2c22579100046c610/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/48258145097ED2F2C22579100046C610?OpenDocument&lang=EN,Einars,Cilinskis,2014-03-20,2014-11-04,National Alliance of All for Latvia! and For Fatherland and Freedom/LNNK,11
454CB729EE59C6B1C22579100046C676,Inga Bite,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/454cb729ee59c6b1c22579100046c676/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inga.Bite@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/454CB729EE59C6B1C22579100046C676?OpenDocument&lang=EN,Inga,Bite,2011-10-18,2013-11-29,Reform Party,11
454CB729EE59C6B1C22579100046C676,Inga Bite,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/454cb729ee59c6b1c22579100046c676/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inga.Bite@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/454CB729EE59C6B1C22579100046C676?OpenDocument&lang=EN,Inga,Bite,2013-11-29,2014-11-04,Unaffiliated members of parliament,11
31744F4C5D3D5CD9C22579100046C577,Aija Barca,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/31744f4c5d3d5cd9c22579100046c577/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aija.Barca@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/31744F4C5D3D5CD9C22579100046C577?OpenDocument&lang=EN,Aija,Barca,2011-10-17,2014-11-04,Union of Greens and Farmers,11
8489A9407D047221C22579100046C546,Arvils Aseradens,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8489a9407d047221c22579100046c546/Foto/0.84?OpenElement&FieldElemFormat=jpg,Arvils.Aseradens@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8489A9407D047221C22579100046C546?OpenDocument&lang=EN,Arvils,Aseradens,2011-11-03,2014-01-23,Unity,11
8489A9407D047221C22579100046C546,Arvils Aseradens,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8489a9407d047221c22579100046c546/Foto/0.84?OpenElement&FieldElemFormat=jpg,Arvils.Aseradens@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8489A9407D047221C22579100046C546?OpenDocument&lang=EN,Arvils,Aseradens,2014-01-23,2014-11-04,Unity,11
11C8BC12E27D621EC22579100046C553,Augusts Brigmanis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/11c8bc12e27d621ec22579100046c553/Foto/0.84?OpenElement&FieldElemFormat=jpg,Augusts.Brigmanis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/11C8BC12E27D621EC22579100046C553?OpenDocument&lang=EN,Augusts,Brigmanis,2011-10-17,2014-11-04,Union of Greens and Farmers,11
08F2125B2E16597BC22579100046C491,Boriss Cilevics,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/08f2125b2e16597bc22579100046c491/Foto/0.84?OpenElement&FieldElemFormat=jpg,Boriss.Cilevics@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/08F2125B2E16597BC22579100046C491?OpenDocument&lang=EN,Boriss,Cilevics,2011-10-17,2014-11-04,Concord Centre,11
E12ECD5C2E5E1187C22579100046C4FC,Andrejs Judins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/e12ecd5c2e5e1187c22579100046c4fc/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andrejs.Judins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/E12ECD5C2E5E1187C22579100046C4FC?OpenDocument&lang=EN,Andrejs,Judins,2011-10-18,2014-11-04,Unity,11
E008548F039DD905C22579100046C66C,Gunars Igaunis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/e008548f039dd905c22579100046c66c/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gunars.Igaunis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/E008548F039DD905C22579100046C66C?OpenDocument&lang=EN,Gunars,Igaunis,2011-10-18,2014-11-04,Reform Party,11
064602D8F86240B4C22579100046C58E,Rihards Eigims,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/064602d8f86240b4c22579100046c58e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Rihards.Eigims@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/064602D8F86240B4C22579100046C58E?OpenDocument&lang=EN,Rihards,Eigims,2011-10-17,2014-11-04,Union of Greens and Farmers,11
EA86B49E6E1D2BBFC22579100046C4B2,Andrejs Elksnins,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/ea86b49e6e1d2bbfc22579100046c4b2/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andrejs.Elksnins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/EA86B49E6E1D2BBFC22579100046C4B2?OpenDocument&lang=EN,Andrejs,Elksnins,2011-10-17,2014-11-04,Concord Centre,11
8EFC10D781B60C52C22579100046C477,Marjana Ivanova-Jevsejeva,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8efc10d781b60c52c22579100046c477/Foto/0.84?OpenElement&FieldElemFormat=jpg,Marjana.Ivanova-Jevsejeva@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8EFC10D781B60C52C22579100046C477?OpenDocument&lang=EN,Marjana,Ivanova-Jevsejeva,2011-10-17,2014-11-04,Concord Centre,11
8BDC2C87E5D35441C22579100046C4D9,Viktors Jakovlevs,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8bdc2c87e5d35441c22579100046c4d9/Foto/0.84?OpenElement&FieldElemFormat=jpg,Viktors.Jakovlevs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/8BDC2C87E5D35441C22579100046C4D9?OpenDocument&lang=EN,Viktors,Jakovlevs,2011-10-17,2014-11-04,Concord Centre,11
A8775377BF265975C22579100046C66A,Karlis Engelis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/a8775377bf265975c22579100046c66a/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Engelis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/A8775377BF265975C22579100046C66A?OpenDocument&lang=EN,Karlis,Engelis,2011-10-18,2013-12-02,Reform Party,11
A8775377BF265975C22579100046C66A,Karlis Engelis,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/a8775377bf265975c22579100046c66a/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Engelis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/A8775377BF265975C22579100046C66A?OpenDocument&lang=EN,Karlis,Engelis,2013-12-02,2014-11-04,Reform Party,11
03932C1F476AD670C22579100046C478,Aleksandrs Jakimovs,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/03932c1f476ad670c22579100046c478/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aleksandrs.Jakimovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/03932C1F476AD670C22579100046C478?OpenDocument&lang=EN,Aleksandrs,Jakimovs,2011-10-17,2014-11-04,Concord Centre,11
ED69A6069E371722C22579100046C698,Janis Junkurs,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/ed69a6069e371722c22579100046c698/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janis.Junkurs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima11_depweb_public.nsf/0/ED69A6069E371722C22579100046C698?OpenDocument&lang=EN,Janis,Junkurs,2011-10-18,2014-11-04,Unaffiliated members of parliament,11
