id,name,position,start_date,end_date
29aa8774-ba80-409c-a2c8-1830d1076db2,Angela Watkinson,Lord of the Treasury,2010-05-11,2012-09-04
f9b9309e-bacb-43e5-8a37-eddd62230f5d,Ann Clwyd,member of the European Parliament,1979-06-07,1984-06-14
f9b9309e-bacb-43e5-8a37-eddd62230f5d,Ann Clwyd,"Shadow Secretary of State for Culture, Media and Sport",1992-09-29,1993-10-21
f9b9309e-bacb-43e5-8a37-eddd62230f5d,Ann Clwyd,Shadow Secretary of State for Wales,1992-07-18,1993-10-21
f9b9309e-bacb-43e5-8a37-eddd62230f5d,Ann Clwyd,Shadow Secretary of State for International Development,1989-11-02,1992-07-18
3c805a64-2049-41fa-b454-7aa60d7bd4f3,Ann Coffey,Chancellor of the Exchequer,2007-06-28,2010-05-11
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Member of the House of Lords,,
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Minister for International Security Strategy,2008-10-05,2010-05-11
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,"Minister for Defence Equipment, Support and Technology",2007-11-07,2008-10-05
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Leader of the House of Commons,1997-05-02,1998-07-27
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Shadow Leader of the House of Commons,1994-10-20,1997-05-02
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Chancellor of the Duchy of Lancaster,1994-10-20,1995-10-19
72b82ec8-23c2-4849-a66f-a4d49e0a6203,Ann Taylor,Shadow Secretary of State for Education,1992-07-18,1994-10-20
a7e26e91-658f-45e5-8019-237acb507928,Anne McLaughlin,Member of the Scottish Parliament,,
a590aa6e-215e-473d-80af-f0f048ac109b,Anne Milton,Lord of the Treasury,,
dd91014c-9a03-4e25-bdcc-d4d032717ab1,Antoinette Sandbach,Member of the National Assembly for Wales,,
126a78d1-20d5-415b-b26b-4b9861b7578f,Archie Hamilton,Member of the House of Lords,,
126a78d1-20d5-415b-b26b-4b9861b7578f,Archie Hamilton,Minister of State for the Armed Forces,1988-07-25,1993-05-27
6d90c0e5-a6f3-4f2c-bf9a-421eb22469dd,Archy Kirkwood,Liberal Democrats Chief Whip,1992-04-09,1997-05-01
4e843d7c-df4a-4388-9545-992d66a33cca,Barry Jones,Shadow Secretary of State for Wales,1989-01-09,1992-07-18
4e843d7c-df4a-4388-9545-992d66a33cca,Barry Jones,Member of the House of Lords,,
0b03d9ac-ba9b-4d38-9b2d-286da94b66b1,Ben Bradshaw,"Shadow Secretary of State for Culture, Media and Sport",2010-05-11,2010-10-08
0b03d9ac-ba9b-4d38-9b2d-286da94b66b1,Ben Bradshaw,"Secretary of State for Culture, Media and Sport",2009-06-05,2010-05-11
0b03d9ac-ba9b-4d38-9b2d-286da94b66b1,Ben Bradshaw,Leader of the House of Commons,2002-05-29,2003-06-13
4bee9459-4d49-4453-a70d-1e58446856ea,Ben Wallace,Member of the Scottish Parliament,,
b7ab8e13-da59-40c6-a47e-79dcf209a54d,Bernard Jenkin,Secretary of State for Communities and Local Government,2003-11-11,2005-05-06
b7ab8e13-da59-40c6-a47e-79dcf209a54d,Bernard Jenkin,Shadow Secretary of State for Defence,2001-09-18,2003-11-06
540c2946-d2fc-4d74-a3ea-560d39c530ac,Betty Boothroyd,Speaker of the House of Commons,1992-04-27,2000-10-23
540c2946-d2fc-4d74-a3ea-560d39c530ac,Betty Boothroyd,member of the European Parliament,,
540c2946-d2fc-4d74-a3ea-560d39c530ac,Betty Boothroyd,Member of the House of Lords,,
540c2946-d2fc-4d74-a3ea-560d39c530ac,Betty Boothroyd,Chairman of Ways and Means,1987-06-11,1992-04-27
7089927b-a82f-4e8e-885c-e1e02e832af6,Beverley Hughes,Minister of State for Immigration,2002-05-29,2004-04-01
7089927b-a82f-4e8e-885c-e1e02e832af6,Beverley Hughes,Minister for Children,2005-05-05,2009-06-05
cd242fc0-2af0-417c-a059-a94e7b2940c6,Bill Cash,Shadow Secretary of State for Justice,2003-07-01,2003-11-13
cd242fc0-2af0-417c-a059-a94e7b2940c6,Bill Cash,Attorney General for England and Wales,2001-09-14,2003-11-13
e38334f8-2c69-44d7-aa9c-9d1039d98e44,Bill Wiggin,Shadow Secretary of State for Wales,2003-11-11,2005-12-08
5acec5d9-cf20-48f4-892e-017816d77293,Bob Ainsworth,Shadow Secretary of State for Defence,2010-05-11,2010-10-08
5acec5d9-cf20-48f4-892e-017816d77293,Bob Ainsworth,Minister of State for the Armed Forces,2007-06-29,2009-05-05
5acec5d9-cf20-48f4-892e-017816d77293,Bob Ainsworth,Secretary of State for Defence,2009-06-05,2010-05-11
2052c5d9-af0a-443e-ac35-98eb0cf40f80,Boris Johnson,Mayor of London,2008,
49423670-658f-487f-b585-c3ddd4cf7831,Brian Cotter,Member of the House of Lords,,
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,Shadow Home Secretary,1997-06-11,1998-04-11
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,minister without portfolio,1995-07-05,1997-05-02
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,Chairman of the Conservative Party,1995-07-05,1997-06-11
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,Secretary of State for Transport,1994-07-20,1995-07-05
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,Secretary of State for Health,1992-04-14,1994-07-20
10036639-4201-4ef3-aefe-1ac2f3534c92,Brian Mawhinney,Member of the House of Lords,,
044fbecb-3941-4ee5-a169-f70981438191,Bruce Grocott,Member of the House of Lords,,
1bff3184-0dd5-4732-8c1f-e54a63631fa8,Byron Davies,Member of the National Assembly for Wales,,
9a325a73-0f25-4be0-8bfa-e0c495b6f2c5,Caroline Flint,Shadow Secretary of State for Energy and Climate Change,2011-10-07,
9a325a73-0f25-4be0-8bfa-e0c495b6f2c5,Caroline Flint,Secretary of State for Communities and Local Government,2010-10-08,2011-10-07
9a325a73-0f25-4be0-8bfa-e0c495b6f2c5,Caroline Flint,Minister of State for Europe,2008-10-03,2009-06-05
33830a63-b769-4dc0-8d8d-4e365e0dc601,Caroline Lucas,member of the European Parliament,1999-06-14,2010-05-06
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,"Secretary of State for Environment, Food and Rural Affairs",2010-05-12,2012-09-04
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,Secretary of State for Communities and Local Government,2009-01-19,2010-05-12
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,Chairman of the Conservative Party,2007-07-02,2009-01-19
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,Secretary of State for Communities and Local Government,2004-03-15,2007-07-02
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,"Shadow Secretary of State for Environment, Food and Rural Affairs",2003-11-10,2004-03-15
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,Shadow Secretary of State for International Development,2001-09-18,2003-11-10
f613eb5e-b24c-438e-aac4-d0e6c58179dc,Caroline Spelman,Shadow Minister for Women and Equalities,2001-09-14,2004-03-15
d5870570-ad42-45fc-9734-412de84c75de,Cheryl Gillan,Secretary of State for Wales,2010-05-12,2012-09-04
d5870570-ad42-45fc-9734-412de84c75de,Cheryl Gillan,Shadow Secretary of State for Wales,2005-12-08,2010-05-11
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,"Shadow Secretary of State for Culture, Media and Sport",2015-05-11,
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,Minister of State for Europe,2009-10-13,2010-05-11
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,"Minister for Culture, Communications and Creative Industries",2014-12-03,2015-05-11
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,Minister of State for Immigration,2011-10-07,2013-10-08
23d74d7d-3cdb-4e4c-bb3f-f96769998a6d,Chris Bryant,Under-Secretary of State for Foreign Affairs,2009-06-09,2010-05-11
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Leader of the House of Commons,2015-05-09,
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Lord President of the Council,2015-05-09,
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Lord Chancellor,2012-09-04,2015-05-09
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Shadow Home Secretary,2009-01-19,2010-05-11
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Shadow Secretary of State for Work and Pensions,2007-07-02,2009-01-19
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Shadow Secretary of State for Transport,2005-12-06,2007-07-02
c72c9887-92f5-46c6-8d69-6210493213eb,Chris Grayling,Shadow Leader of the House of Commons,2005-05-10,2005-12-06
e9c5d397-5fcf-442c-b27b-cf9d9791ccf1,Chris Heaton-Harris,member of the European Parliament,,
b7258066-47bf-428e-800b-ae9e15c8c27e,Chris Leslie,Shadow Chancellor of the Exchequer,2015-05-11,
b7258066-47bf-428e-800b-ae9e15c8c27e,Chris Leslie,Shadow Chief Secretary to the Treasury,2013-10-07,2015-05-11
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,"Secretary of State for Culture, Media and Sport",1997-05-02,2001-06-08
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,"Shadow Secretary of State for Culture, Media and Sport",1994-10-20,1995-10-19
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,Member of the House of Lords,,
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,Shadow Secretary of State for Health,1996-07-01,1997-05-02
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,Shadow Secretary of State for Work and Pensions,1995-10-19,1996-07-01
f422b764-c3e9-4334-98b1-fd13d09873d1,Chris Smith,"Shadow Secretary of State for Environment, Food and Rural Affairs",1992-07-18,1994-10-20
3569371c-599c-4452-8c92-f776723b5053,Dafydd Wigley,Member of the House of Lords,,
3569371c-599c-4452-8c92-f776723b5053,Dafydd Wigley,Member of the National Assembly for Wales,,
af2248ae-b73a-4dcc-9bd1-9f412d2111df,Damian Green,Minister for Policing,2012-09-04,2014-07-14
af2248ae-b73a-4dcc-9bd1-9f412d2111df,Damian Green,Minister of State for Immigration,2010-05-13,2012-09-04
af2248ae-b73a-4dcc-9bd1-9f412d2111df,Damian Green,Shadow Secretary of State for Transport,2003-11-11,2004-09-08
af2248ae-b73a-4dcc-9bd1-9f412d2111df,Damian Green,Shadow Secretary of State for Education,2001-09-18,2003-11-11
853eb65f-91dc-4488-945c-88943e31b5de,Danny Alexander,Chief Secretary to the Treasury,,
853eb65f-91dc-4488-945c-88943e31b5de,Danny Alexander,Secretary of State for Scotland,,
4f984443-b8bb-4649-8c29-248fe4cf67f6,Danny Kinahan,Member of the Legislative Assembly of Northern Ireland,,
f0dcdb26-99ca-48ed-88fc-b635de51c62e,David Cameron,Leader of the Conservative Party,2005-12-06,
f0dcdb26-99ca-48ed-88fc-b635de51c62e,David Cameron,First Lord of the Treasury,,
f0dcdb26-99ca-48ed-88fc-b635de51c62e,David Cameron,Minister for the Civil Service,,
f0dcdb26-99ca-48ed-88fc-b635de51c62e,David Cameron,Prime Minister of the United Kingdom,2010-05-11,
f0dcdb26-99ca-48ed-88fc-b635de51c62e,David Cameron,Shadow Secretary of State for Education,2005-05-06,2005-12-06
1383f5a2-0832-435e-9ddf-27756bf8f753,David Chidgey,Member of the House of Lords,,
0614dceb-ec97-44e8-aaf3-6bf750a3dbe4,David Clark,Shadow Secretary of State for Defence,1992-07-18,1997-05-02
0614dceb-ec97-44e8-aaf3-6bf750a3dbe4,David Clark,Minister for the Cabinet Office,1997-05-02,1998-07-27
0614dceb-ec97-44e8-aaf3-6bf750a3dbe4,David Clark,"Minister of Agriculture, Fisheries and Food",1987-07-13,1992-07-18
0614dceb-ec97-44e8-aaf3-6bf750a3dbe4,David Clark,Member of the House of Lords,,
8b42b57e-114b-4d26-a3b8-35c119185fcd,David Davies,Member of the National Assembly for Wales,1999-05-06,2007-05-03
8869fbe7-8a02-45ba-a7b1-1222a0ed8403,David Davis,Shadow Home Secretary,2003-11-11,2008-06-12
8869fbe7-8a02-45ba-a7b1-1222a0ed8403,David Davis,Chairman of the Conservative Party,2001-09-18,2002-07-23
8869fbe7-8a02-45ba-a7b1-1222a0ed8403,David Davis,Minister of State for Europe,1994-07-20,1997-05-02
57de72bd-1c1f-45f2-a00e-8d8767423bdf,David Evennett,Lord of the Treasury,,
7792da6d-e9cb-4489-a7f7-01fbc3821d7b,David Hanson,Minister for Security,,
82ea1d8e-cfa2-4a17-901f-c187abebc3cb,David Jones,Member of the National Assembly for Wales,,
42fb6801-adef-4586-9220-0721ad4d5a7f,David Lammy,"Minister for Culture, Communications and Creative Industries",2005-05-05,2007-06-28
c721d05c-2b1c-455d-814c-ae504cd3ca8d,David Lidington,Minister of State for Europe,2010-05-11,
c721d05c-2b1c-455d-814c-ae504cd3ca8d,David Lidington,Shadow Secretary of State for Northern Ireland,2003-11-10,2007-07-02
c721d05c-2b1c-455d-814c-ae504cd3ca8d,David Lidington,"Shadow Secretary of State for Environment, Food and Rural Affairs",2002-07-23,2003-11-06
2b0c7ff1-ad7f-4203-b6bf-995438ec5d35,David Maclean,Chief Whip,2001-09-18,2005-12-07
2b0c7ff1-ad7f-4203-b6bf-995438ec5d35,David Maclean,Under-Secretary of State for the Home Department,1993-05-27,1997-05-02
2b0c7ff1-ad7f-4203-b6bf-995438ec5d35,David Maclean,Secretary of State for the Environment,1992-04-14,1993-05-27
2b0c7ff1-ad7f-4203-b6bf-995438ec5d35,David Maclean,Member of the House of Lords,,
9a36f89e-2430-46fc-8929-4a8401691286,David Mundell,Under-Secretary of State for Scotland,2010-05-11,2015-05-11
9a36f89e-2430-46fc-8929-4a8401691286,David Mundell,Member of the Scottish Parliament,1999-05-06,2005-05-05
9a36f89e-2430-46fc-8929-4a8401691286,David Mundell,Shadow Secretary of State for Scotland,2005-12-07,2010-05-11
9a36f89e-2430-46fc-8929-4a8401691286,David Mundell,Secretary of State for Scotland,2015-05-11,
f0c81fe4-ea12-4022-b49b-e4f33ccd5dcb,David Simpson,Member of the Legislative Assembly of Northern Ireland,,
02d972fc-caaf-43f8-82d0-d5ceef9dcb12,David Trimble,Leader of the Ulster Unionist Party,1995-09-08,2005-06-24
02d972fc-caaf-43f8-82d0-d5ceef9dcb12,David Trimble,Member of the Legislative Assembly of Northern Ireland,1998-06-25,2007-03-07
02d972fc-caaf-43f8-82d0-d5ceef9dcb12,David Trimble,First Minister of Northern Ireland,2001-11-06,2002-10-14
02d972fc-caaf-43f8-82d0-d5ceef9dcb12,David Trimble,First Minister of Northern Ireland,1998-07-01,2001-07-01
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,"Shadow Secretary of State for Business, Innovation and Skills",2007-07-02,2010-05-11
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,Shadow Secretary of State for Education,2005-12-08,2007-07-02
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,"Shadow Secretary of State for Business, Innovation and Skills",2005-05-06,2005-12-08
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,Shadow Secretary of State for Work and Pensions,1999-06-15,2005-05-06
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,Shadow Secretary of State for Education,1998-06-01,1999-06-15
5bf9e3a2-5dc4-4d86-a09f-9d89d6b610f2,David Willetts,Paymaster General,1996-07-20,1996-11-21
4ffadd2a-9b83-4f9d-b4b3-f0497c611e85,Dennis Skinner,Chair of the Labour Party,,
08be88dd-4e53-431c-b82a-c25137f40fc7,Derek Foster,Chief Whip,1985-10-23,1995-10-19
08be88dd-4e53-431c-b82a-c25137f40fc7,Derek Foster,Chancellor of the Duchy of Lancaster,1995-10-19,1997-05-02
82848810-e5ed-4e01-8b62-96f9d640de21,Des Browne,Secretary of State for Scotland,2007-06-28,2008-10-03
82848810-e5ed-4e01-8b62-96f9d640de21,Des Browne,Secretary of State for Defence,2006-05-05,2008-10-03
82848810-e5ed-4e01-8b62-96f9d640de21,Des Browne,Chief Secretary to the Treasury,2005-05-06,2006-05-05
82848810-e5ed-4e01-8b62-96f9d640de21,Des Browne,Minister of State for Immigration,2004-04-01,2005-05-06
82848810-e5ed-4e01-8b62-96f9d640de21,Des Browne,Member of the House of Lords,,
79897675-ed28-438a-bb54-e3a8bed579a6,Desmond Swayne,Lord of the Treasury,2012-09-04,2013-10-07
79897675-ed28-438a-bb54-e3a8bed579a6,Desmond Swayne,Vice-Chamberlain of the Household,2013-10-07,2014-07-14
79897675-ed28-438a-bb54-e3a8bed579a6,Desmond Swayne,Parliamentary Private Secretary to the Prime Minister,2010-05-12,2012-09-04
71eef1bd-b792-4798-afca-643690e45bd9,Diane Abbott,Shadow Secretary of State for International Development,2015-09-13,
514a0643-a315-4e37-bf06-4ac7b060f270,Dominic Grieve,Attorney General for England and Wales,2010-05-12,2014-07-15
514a0643-a315-4e37-bf06-4ac7b060f270,Dominic Grieve,Advocate General for Northern Ireland,2010-05-12,
514a0643-a315-4e37-bf06-4ac7b060f270,Dominic Grieve,Shadow Secretary of State for Justice,2009-01-19,2010-05-11
514a0643-a315-4e37-bf06-4ac7b060f270,Dominic Grieve,Shadow Home Secretary,2008-06-12,2009-01-19
0a3f1300-b546-446c-83d8-5f0177ea0278,Don Touhig,Member of the House of Lords,,
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Shadow Foreign Secretary,2011-01-20,2015-05-11
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Shadow Secretary of State for Work and Pensions,2010-10-08,2011-01-20
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Shadow Secretary of State for International Development,2010-05-11,2010-10-08
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Secretary of State for International Development,2007-06-28,2010-05-11
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Secretary of State for Scotland,2006-05-06,2007-06-27
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Secretary of State for Transport,2006-05-06,2007-06-27
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Minister of State for Europe,2005-05-05,2006-05-06
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Minister of State for Trade,2004-09-08,2005-05-05
80e7df57-139f-4459-a90d-59361c30b4ff,Douglas Alexander,Minister for the Cabinet Office,2003-06-13,2004-09-08
a12f2b4a-1c75-4b3c-9671-814baef37f78,Ed Miliband,Leader of the Labour Party,2010-09-25,
a12f2b4a-1c75-4b3c-9671-814baef37f78,Ed Miliband,Secretary of State for Energy and Climate Change,2008-10-03,2010-05-11
a12f2b4a-1c75-4b3c-9671-814baef37f78,Ed Miliband,Minister for the Cabinet Office,2007-06-27,2008-10-03
a12f2b4a-1c75-4b3c-9671-814baef37f78,Ed Miliband,Chancellor of the Duchy of Lancaster,2007-06-28,2008-10-03
3646a9c1-f54c-41bc-9981-8ad5698e8120,Ed Vaizey,"Minister for Culture, Communications and Creative Industries",,
7b4736ff-605b-45fd-8569-6cdbaddefba2,Edward Balls,"Secretary of State for Children, Schools and Families",2007-06-28,2010-05-11
7b4736ff-605b-45fd-8569-6cdbaddefba2,Edward Balls,Economic Secretary to the Treasury,2006-05-06,2007-06-28
7b4736ff-605b-45fd-8569-6cdbaddefba2,Edward Balls,Shadow Secretary of State for Education,2010-05-11,2010-10-08
7b4736ff-605b-45fd-8569-6cdbaddefba2,Edward Balls,Shadow Home Secretary,2010-10-08,2011-01-20
7b4736ff-605b-45fd-8569-6cdbaddefba2,Edward Balls,Shadow Chancellor of the Exchequer,2011-01-20,
715ce251-4e17-40e6-9b41-73d38cd7904d,Edward Garnier,Attorney General for England and Wales,2009-09-08,2010-05-11
715ce251-4e17-40e6-9b41-73d38cd7904d,Edward Garnier,Solicitor General for England and Wales,2010-05-13,2012-09-04
715ce251-4e17-40e6-9b41-73d38cd7904d,Edward Garnier,Secretary of State for Justice,2007-07-02,2009-09-08
5640283f-e650-4c6b-a274-79d3c006f5da,Eleanor Laing,Shadow Minister for Women and Equalities,2004-03-15,2005-12-07
5640283f-e650-4c6b-a274-79d3c006f5da,Eleanor Laing,Chairman of Ways and Means,2013-10-16,
5640283f-e650-4c6b-a274-79d3c006f5da,Eleanor Laing,Shadow Secretary of State for Scotland,2005-05-19,2005-12-07
f0939a64-c8f0-4cc2-9e69-4613c769551a,Elizabeth Truss,"Secretary of State for Environment, Food and Rural Affairs",2014-07-15,
cc1e9d56-73f0-440e-b20a-68612152e972,Eric Pickles,Secretary of State for Communities and Local Government,2010-05-12,2015-05-11
cc1e9d56-73f0-440e-b20a-68612152e972,Eric Pickles,Chairman of the Conservative Party,2009-01-19,2010-05-12
0e9df3c0-8a92-4a06-bf83-72ada7e8c812,Estelle Morris,Secretary of State for Education,2001-06-08,2002-10-24
0e9df3c0-8a92-4a06-bf83-72ada7e8c812,Estelle Morris,Member of the House of Lords,,
0e9df3c0-8a92-4a06-bf83-72ada7e8c812,Estelle Morris,"Minister for Culture, Communications and Creative Industries",2003-06-13,2005-05-05
