id,party_id,party,constituency,birth_date,gender,name,family_name,given_name,sort_name,website,email,facebook,twitter,linkedin,image,source,start_date,end_date,term,substitute,death_date
0544137999406,KD,Kristdemokraterna,Södermanlands län,1930,male,Björn von der Esch,von der Esch,Björn,Björn,http://www.kristdemokraterna.se/bjornvonderesch,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0544137999406_max.jpg,http://data.riksdagen.se/person/0544137999406,2002-09-30,2006-10-02,2002,,
0544137999406,KD,Kristdemokraterna,Södermanlands län,1930,male,Björn von der Esch,von der Esch,Björn,Björn,http://www.kristdemokraterna.se/bjornvonderesch,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0544137999406_max.jpg,http://data.riksdagen.se/person/0544137999406,1998-10-05,2002-09-30,1998,,
0430187508607,S,Socialdemokraterna,"",1930,male,Börje Nilsson,Nilsson,Börje,Börje,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0430187508607_max.jpg,http://data.riksdagen.se/person/0430187508607,1994-10-03,1998-10-05,1994,,
0409817272107,C,Centerpartiet,"",1930,female,Birgitta Hambraeus,Hambraeus,Birgitta,Birgitta,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0409817272107_max.jpg,http://data.riksdagen.se/person/0409817272107,1996-03-01,1998-10-05,1994,,
0409817272107,C,Centerpartiet,"",1930,female,Birgitta Hambraeus,Hambraeus,Birgitta,Birgitta,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0409817272107_max.jpg,http://data.riksdagen.se/person/0409817272107,1994-10-03,1996-01-28,1994,,
0812087943307,KD,Kristdemokraterna,"",1930,female,Margareta Viklund,Viklund,Margareta,Margareta,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0812087943307_max.jpg,http://data.riksdagen.se/person/0812087943307,1998-10-06,2002-09-30,1998,,
0890727249707,C,Centerpartiet,Stockholms län,1930,male,Lennart Levi,Levi,Lennart,Lennart,http://www.lennartlevi.se,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0890727249707_max.jpg,http://data.riksdagen.se/person/0890727249707,2006-10-02,2010-10-04,2006,,
0612837785809,M,Moderata samlingspartiet,Stockholms kommun,1930,male,Curt Linderoth,Linderoth,Curt,Curt,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0612837785809_max.jpg,http://data.riksdagen.se/person/0612837785809,2009-04-21,2009-11-23,2006,Anna König Jerlmyr,
0612837785809,M,Moderata samlingspartiet,Stockholms kommun,1930,male,Curt Linderoth,Linderoth,Curt,Curt,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0612837785809_max.jpg,http://data.riksdagen.se/person/0612837785809,2008-09-08,2008-12-07,2006,Gustav Blix,
0596987397601,M,Moderata samlingspartiet,"",1931,male,Åke Sundqvist,Sundqvist,Åke,Åke,http://www.moderat.se/rdled/a_sundqv.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0596987397601_max.jpg,http://data.riksdagen.se/person/0596987397601,1995-12-19,1998-10-05,1994,,
0748447264503,M,Moderata samlingspartiet,"",1931,female,Margit Gennser,Gennser,Margit,Margit,http://www.margitgennser.nu,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0748447264503_max.jpg,http://data.riksdagen.se/person/0748447264503,1998-10-05,2002-09-30,1998,,
0748447264503,M,Moderata samlingspartiet,"",1931,female,Margit Gennser,Gennser,Margit,Margit,http://www.margitgennser.nu,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0748447264503_max.jpg,http://data.riksdagen.se/person/0748447264503,1994-10-03,1998-10-05,1994,,
06517287603,S,Socialdemokraterna,"",1931,male,Sten Östlund,Östlund,Sten,Sten,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/06517287603_max.jpg,http://data.riksdagen.se/person/06517287603,1994-10-03,1998-10-05,1994,,
0699478732904,S,Socialdemokraterna,"",1932,male,Sven Lundberg,Lundberg,Sven,Sven,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0699478732904_max.jpg,http://data.riksdagen.se/person/0699478732904,1994-10-03,1998-10-05,1994,,
0161018662505,MP,Miljöpartiet de gröna,"",1932,female,Ragnhild Pohanka,Pohanka,Ragnhild,Ragnhild,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0161018662505_max.jpg,http://data.riksdagen.se/person/0161018662505,1998-02-23,1998-10-05,1994,,
0161018662505,MP,Miljöpartiet de gröna,"",1932,female,Ragnhild Pohanka,Pohanka,Ragnhild,Ragnhild,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0161018662505_max.jpg,http://data.riksdagen.se/person/0161018662505,1994-10-03,1998-01-22,1994,,
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,2004-04-22,2004-07-03,2002,"",
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,2003-10-27,2004-03-14,2002,"",
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,2003-01-20,2003-05-31,2002,"",
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,2002-11-11,2002-12-20,2002,"",
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,1998-10-05,2002-09-30,1998,,
0281408160607,MP,Miljöpartiet de gröna,Uppsala län,1932,male,Gunnar Goude,Goude,Gunnar,Gunnar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0281408160607_max.jpg,http://data.riksdagen.se/person/0281408160607,1994-10-03,1998-10-05,1994,,
0566638963807,M,Moderata samlingspartiet,"",1932,male,Göthe Knutson,Knutson,Göthe,Göthe,http://www.moderat.se/rdled/g_knutso.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0566638963807_max.jpg,http://data.riksdagen.se/person/0566638963807,1994-10-03,1998-10-05,1994,,
0816308745507,M,Moderata samlingspartiet,"",1932,female,Gullan Lindblad,Lindblad,Gullan,Gullan,http://www.moderat.se/rdled/g_lindbl.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0816308745507_max.jpg,http://data.riksdagen.se/person/0816308745507,1994-10-03,1998-10-05,1994,,
0913138972707,M,Moderata samlingspartiet,"",1932,female,Birgit Henriksson,Henriksson,Birgit,Birgit,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0913138972707_max.jpg,http://data.riksdagen.se/person/0913138972707,1995-01-10,1995-10-09,1994,Karin Falkmer,
0205148684308,S,Socialdemokraterna,"",1932,female,Maj Britt Theorin,Theorin,Maj Britt,Maj Britt,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0205148684308_max.jpg,http://data.riksdagen.se/person/0205148684308,1994-10-03,1995-01-09,1994,,
0213468747208,M,Moderata samlingspartiet,"",1932,male,Birger Hagård,Hagård,Birger,Birger,http://www.moderat.se/rdled/b_hagard.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0213468747208_max.jpg,http://data.riksdagen.se/person/0213468747208,1994-10-03,1998-10-05,1994,,2013-12-13
0872218435908,M,Moderata samlingspartiet,"",1933,female,Sonja Rembo,Rembo,Sonja,Sonja,http://www.moderat.se/rdled/s_rembo.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0872218435908_max.jpg,http://data.riksdagen.se/person/0872218435908,1994-10-03,1997-09-15,1994,,
0988598877109,M,Moderata samlingspartiet,"",1933,male,Per-Richard Molén,Molén,Per-Richard,Per-Richard,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0988598877109_max.jpg,http://data.riksdagen.se/person/0988598877109,1998-10-05,2002-01-14,1998,,
0393108743200,FP,Folkpartiet liberalerna ,"",1933,male,Hadar Cars,Cars,Hadar,Hadar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0393108743200_max.jpg,http://data.riksdagen.se/person/0393108743200,1994-10-03,1995-01-09,1994,,
0363228965800,L,Liberalerna,Stockholms län,1933,female,Barbro Westerholm,Westerholm,Barbro,Barbro,http://www.folkpartiet.se/westerholm,barbro.westerholm@riksdagen.se,http://www.facebook.com/people/barbro-westerholm/659447529,"","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/person/0363228965800,2014-09-29,2018-09-24,2014,,
0363228965800,L,Liberalerna,Stockholms län,1933,female,Barbro Westerholm,Westerholm,Barbro,Barbro,http://www.folkpartiet.se/westerholm,barbro.westerholm@riksdagen.se,http://www.facebook.com/people/barbro-westerholm/659447529,"","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/person/0363228965800,2010-10-04,2014-09-29,2010,,
0363228965800,L,Liberalerna,Stockholms län,1933,female,Barbro Westerholm,Westerholm,Barbro,Barbro,http://www.folkpartiet.se/westerholm,barbro.westerholm@riksdagen.se,http://www.facebook.com/people/barbro-westerholm/659447529,"","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/person/0363228965800,2006-10-02,2010-10-04,2006,,
0363228965800,L,Liberalerna,Stockholms län,1933,female,Barbro Westerholm,Westerholm,Barbro,Barbro,http://www.folkpartiet.se/westerholm,barbro.westerholm@riksdagen.se,http://www.facebook.com/people/barbro-westerholm/659447529,"","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/person/0363228965800,1998-10-05,1999-10-01,1998,,
0363228965800,L,Liberalerna,Stockholms län,1933,female,Barbro Westerholm,Westerholm,Barbro,Barbro,http://www.folkpartiet.se/westerholm,barbro.westerholm@riksdagen.se,http://www.facebook.com/people/barbro-westerholm/659447529,"","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0363228965800_max.jpg,http://data.riksdagen.se/person/0363228965800,1994-10-03,1998-10-05,1994,,
0145888252000,S,Socialdemokraterna,"",1933,male,Axel Andersson,Andersson,Axel,Axel,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0145888252000_max.jpg,http://data.riksdagen.se/person/0145888252000,1995-10-10,1998-10-05,1994,,
0145888252000,S,Socialdemokraterna,"",1933,male,Axel Andersson,Andersson,Axel,Axel,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0145888252000_max.jpg,http://data.riksdagen.se/person/0145888252000,1994-10-03,1995-01-09,1994,,
0348268153001,S,Socialdemokraterna,"",1933,male,Thage G Peterson,Peterson,Thage G,Thage G,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0348268153001_max.jpg,http://data.riksdagen.se/person/0348268153001,1994-10-10,1995-10-09,1994,,
0348268153001,S,Socialdemokraterna,"",1933,male,Thage G Peterson,Peterson,Thage G,Thage G,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0348268153001_max.jpg,http://data.riksdagen.se/person/0348268153001,1994-10-03,1994-10-06,1994,,
0288448506702,S,Socialdemokraterna,"",1933,female,Iréne Vestlund,Vestlund,Iréne,Iréne,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0288448506702_max.jpg,http://data.riksdagen.se/person/0288448506702,1994-10-03,1998-10-05,1994,,
0944338157703,S,Socialdemokraterna,"",1934,female,Karin Wegestål,Wegestål,Karin,Karin,http://www.skane.sap.se/karin.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0944338157703_max.jpg,http://data.riksdagen.se/person/0944338157703,1998-10-05,2002-09-30,1998,,
0944338157703,S,Socialdemokraterna,"",1934,female,Karin Wegestål,Wegestål,Karin,Karin,http://www.skane.sap.se/karin.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0944338157703_max.jpg,http://data.riksdagen.se/person/0944338157703,1994-10-03,1998-10-05,1994,,
019228697303,FP,Folkpartiet liberalerna ,"",1934,male,Carl-Johan Wilson,Wilson,Carl-Johan,Carl-Johan,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/019228697303_max.jpg,http://data.riksdagen.se/person/019228697303,1994-10-03,1998-10-05,1994,,
0373939465804,M,Moderata samlingspartiet,"",1934,male,Stig Grauers,Grauers,Stig,Stig,http://www.moderat.se/rdled/s_grauer.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0373939465804_max.jpg,http://data.riksdagen.se/person/0373939465804,1994-10-03,1998-10-05,1994,,
0366609643504,MP,Miljöpartiet de gröna,"",1934,female,Bodil Francke Ohlsson,Francke Ohlsson,Bodil,Bodil,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0366609643504_max.jpg,http://data.riksdagen.se/person/0366609643504,1995-10-23,1998-04-02,1994,,
0366609643504,MP,Miljöpartiet de gröna,"",1934,female,Bodil Francke Ohlsson,Francke Ohlsson,Bodil,Bodil,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0366609643504_max.jpg,http://data.riksdagen.se/person/0366609643504,1995-01-10,1995-10-22,1994,Per Gahrton,
0544569681404,M,Moderata samlingspartiet,"",1934,male,Rolf Dahlberg,Dahlberg,Rolf,Rolf,http://www.moderat.se/rdled/r_dahlbe.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0544569681404_max.jpg,http://data.riksdagen.se/person/0544569681404,1994-10-03,1998-10-05,1994,,
0540309351004,S,Socialdemokraterna,"",1934,male,Kurt Ove Johansson,Johansson,Kurt Ove,Kurt Ove,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0540309351004_max.jpg,http://data.riksdagen.se/person/0540309351004,1994-10-03,1998-10-05,1994,,
0841779272604,KD,Kristdemokraterna,"",1934,female,Ingrid Näslund,Näslund,Ingrid,Ingrid,http://www.kristdemokrat.se/kd/personer/in/in.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0841779272604_max.jpg,http://data.riksdagen.se/person/0841779272604,1998-10-05,2000-01-31,1998,,
0841779272604,KD,Kristdemokraterna,"",1934,female,Ingrid Näslund,Näslund,Ingrid,Ingrid,http://www.kristdemokrat.se/kd/personer/in/in.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0841779272604_max.jpg,http://data.riksdagen.se/person/0841779272604,1994-10-03,1998-10-05,1994,,
0353689520405,S,Socialdemokraterna,"",1934,male,Sverre Palm,Palm,Sverre,Sverre,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0353689520405_max.jpg,http://data.riksdagen.se/person/0353689520405,1994-10-03,1998-10-05,1994,,
0873439293805,KD,Kristdemokraterna,"",1934,male,Jan Orrenius,Orrenius,Jan,Jan,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0873439293805_max.jpg,http://data.riksdagen.se/person/0873439293805,2002-06-15,2002-09-30,1998,,
0906359551705,S,Socialdemokraterna,"",1934,male,Ingvar Carlsson,Carlsson,Ingvar,Ingvar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0906359551705_max.jpg,http://data.riksdagen.se/person/0906359551705,1994-10-03,1994-10-07,1994,,
0327449447106,M,Moderata samlingspartiet,"",1934,female,Inger Koch,Koch,Inger,Inger,http://www.moderat.se/rdled/i_koch.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0327449447106_max.jpg,http://data.riksdagen.se/person/0327449447106,1994-10-03,1998-10-05,1994,,
0348289738906,M,Moderata samlingspartiet,"",1934,female,Eva Björne,Björne,Eva,Eva,http://www.moderat.se/rdled/e_bjorne.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0348289738906_max.jpg,http://data.riksdagen.se/person/0348289738906,1994-10-03,1998-10-05,1994,,
0401289742306,S,Socialdemokraterna,"",1934,female,Britta Sundin,Sundin,Britta,Britta,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0401289742306_max.jpg,http://data.riksdagen.se/person/0401289742306,1994-10-03,1998-10-05,1994,,
0954999878706,FP,Folkpartiet liberalerna ,"",1935,male,Kenth Skårvik,Skårvik,Kenth,Kenth,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0954999878706_max.jpg,http://data.riksdagen.se/person/0954999878706,2000-12-19,2002-09-30,1998,,
0954999878706,FP,Folkpartiet liberalerna ,"",1935,male,Kenth Skårvik,Skårvik,Kenth,Kenth,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0954999878706_max.jpg,http://data.riksdagen.se/person/0954999878706,1998-10-05,2000-11-08,1998,,
0954999878706,FP,Folkpartiet liberalerna ,"",1935,male,Kenth Skårvik,Skårvik,Kenth,Kenth,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0954999878706_max.jpg,http://data.riksdagen.se/person/0954999878706,1994-10-03,1998-10-05,1994,,
0123939426106,S,Socialdemokraterna,"",1935,female,Märta Johansson,Johansson,Märta,Märta,http://www.socialdemokraterna.se/martajohansson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0123939426106_max.jpg,http://data.riksdagen.se/person/0123939426106,1998-10-05,2002-09-30,1998,,
0123939426106,S,Socialdemokraterna,"",1935,female,Märta Johansson,Johansson,Märta,Märta,http://www.socialdemokraterna.se/martajohansson,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0123939426106_max.jpg,http://data.riksdagen.se/person/0123939426106,1994-10-03,1998-10-05,1994,,
0502609471907,FP,Folkpartiet liberalerna ,"",1935,female,Margitta Edgren,Edgren,Margitta,Margitta,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0502609471907_max.jpg,http://data.riksdagen.se/person/0502609471907,1994-10-03,1998-10-05,1994,,
0655109700507,C,Centerpartiet,"",1935,female,Ingrid Skeppstedt,Skeppstedt,Ingrid,Ingrid,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0655109700507_max.jpg,http://data.riksdagen.se/person/0655109700507,1994-10-03,1998-10-05,1994,,
0177639310807,S,Socialdemokraterna,"",1935,male,Anders Nilsson,Nilsson,Anders,Anders,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0177639310807_max.jpg,http://data.riksdagen.se/person/0177639310807,1994-10-03,1998-10-05,1994,,
0525479453308,C,Centerpartiet,"",1935,male,Börje Hörnlund,Hörnlund,Börje,Börje,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0525479453308_max.jpg,http://data.riksdagen.se/person/0525479453308,1994-10-03,1996-01-31,1994,,
0186989169008,M,Moderata samlingspartiet,Stockholms län,1935,male,Nils Oskar Nilsson,Nilsson,Nils Oskar,Nils Oskar,http://www.moderat.se/nilsoskar,nils-oskar.nilsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0186989169008_max.jpg,http://data.riksdagen.se/person/0186989169008,2014-03-01,2014-04-10,2010,Eliza Roszkowska Öberg,
0186989169008,M,Moderata samlingspartiet,Stockholms län,1935,male,Nils Oskar Nilsson,Nilsson,Nils Oskar,Nils Oskar,http://www.moderat.se/nilsoskar,nils-oskar.nilsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0186989169008_max.jpg,http://data.riksdagen.se/person/0186989169008,2006-10-02,2010-10-04,2006,,
0186989169008,M,Moderata samlingspartiet,Stockholms län,1935,male,Nils Oskar Nilsson,Nilsson,Nils Oskar,Nils Oskar,http://www.moderat.se/nilsoskar,nils-oskar.nilsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0186989169008_max.jpg,http://data.riksdagen.se/person/0186989169008,2003-09-22,2004-06-18,2002,"",
0267879616300,M,Moderata samlingspartiet,"",1935,male,Jan-Olof Franzén,Franzén,Jan-Olof,Jan-Olof,http://www.moderat.se/rdled/j_o_fran.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0267879616300_max.jpg,http://data.riksdagen.se/person/0267879616300,1994-10-03,1998-10-05,1994,,
0432629750500,S,Socialdemokraterna,"",1935,male,Rune Evensson,Evensson,Rune,Rune,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0432629750500_max.jpg,http://data.riksdagen.se/person/0432629750500,1994-10-03,1998-10-05,1994,,
0928479652300,M,Moderata samlingspartiet,"",1936,male,Lars Björkman,Björkman,Lars,Lars,http://www.moderat.se/rdled/l_bjorkm.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0928479652300_max.jpg,http://data.riksdagen.se/person/0928479652300,1998-10-05,2002-09-30,1998,,
0928479652300,M,Moderata samlingspartiet,"",1936,male,Lars Björkman,Björkman,Lars,Lars,http://www.moderat.se/rdled/l_bjorkm.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0928479652300_max.jpg,http://data.riksdagen.se/person/0928479652300,1994-10-03,1998-10-05,1994,,
0921939922800,S,Socialdemokraterna,Västra Götalands läns södra,1936,male,Arne Kjörnsberg,Kjörnsberg,Arne,Arne,http://www.socialdemokraterna.se/arnekjornsberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0921939922800_max.jpg,http://data.riksdagen.se/person/0921939922800,2002-09-30,2006-10-02,2002,,
0921939922800,S,Socialdemokraterna,Västra Götalands läns södra,1936,male,Arne Kjörnsberg,Kjörnsberg,Arne,Arne,http://www.socialdemokraterna.se/arnekjornsberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0921939922800_max.jpg,http://data.riksdagen.se/person/0921939922800,1998-10-05,2002-09-30,1998,,
0921939922800,S,Socialdemokraterna,Västra Götalands läns södra,1936,male,Arne Kjörnsberg,Kjörnsberg,Arne,Arne,http://www.socialdemokraterna.se/arnekjornsberg,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0921939922800_max.jpg,http://data.riksdagen.se/person/0921939922800,1994-10-03,1998-10-05,1994,,
0110409174800,MP,Miljöpartiet de gröna,"",1936,male,Krister Skånberg,Skånberg,Krister,Krister,http://www.kristdemokrat.se/kd/personer/ts/ts.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0110409174800_max.jpg,http://data.riksdagen.se/person/0110409174800,1994-10-03,1994-10-20,1994,,
0283299919701,M,Moderata samlingspartiet,"",1936,male,Olle Lindström,Lindström,Olle,Olle,http://www.moderat.se/rdled/o_lindst.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0283299919701_max.jpg,http://data.riksdagen.se/person/0283299919701,1998-10-05,2002-09-30,1998,,
0283299919701,M,Moderata samlingspartiet,"",1936,male,Olle Lindström,Lindström,Olle,Olle,http://www.moderat.se/rdled/o_lindst.htm,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0283299919701_max.jpg,http://data.riksdagen.se/person/0283299919701,1994-10-03,1998-10-05,1994,,
0283009944701,FP,Folkpartiet liberalerna ,Stockholms kommun,1936,female,Ana Maria Narti,Narti,Ana Maria,Ana Maria,http://www.folkpartiet.se/narti,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0283009944701_max.jpg,http://data.riksdagen.se/person/0283009944701,2002-09-30,2006-10-02,2002,,
0283009944701,FP,Folkpartiet liberalerna ,Stockholms kommun,1936,female,Ana Maria Narti,Narti,Ana Maria,Ana Maria,http://www.folkpartiet.se/narti,"","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0283009944701_max.jpg,http://data.riksdagen.se/person/0283009944701,1999-10-01,2002-09-30,1998,,
0404669609001,M,Moderata samlingspartiet,"",1936,male,Ivar Virgin,Virgin,Ivar,Ivar,"","","","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/0404669609001_max.jpg,http://data.riksdagen.se/person/0404669609001,1994-10-03,1995-01-09,1994,,
