id,name,role,party,area_id,area,image,email,website,facebook,twitter,term,source,other_name,start_date,end_date
185,Leanne Wood,"",Plaid Cymru,ocd-division/country:gb-wls/region:south_wales_central,South Wales Central,http://senedd.assembly.wales/UserData/5/8/1/Info00000185/bigpic.jpg,Leanne.Wood@assembly.wales,https://www.partyof.wales/leanne-wood-am/,http://www.facebook.com/leanne.wood.714,http://twitter.com/leannewood,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=185,,2011-05-06,
205,David Rees,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_west/constituency:aberavon,Aberavon,http://senedd.assembly.wales/UserData/5/0/2/Info00000205/bigpic.jpg,David.Rees@assembly.wales,http://www.david-rees.com/,http://www.facebook.com/david.rees.16547,http://twitter.com/DavidReesAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=205,,2011-05-06,
212,Janet Finch-Saunders,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:north_wales/constituency:aberconwy,Aberconwy,http://senedd.assembly.wales/UserData/2/1/2/Info00000212/bigpic.jpg,Janet.Finch-Saunders@Assembly.Wales,"","",http://twitter.com/JFinchSaunders,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=212,,2011-05-06,
225,Alun Davies,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_east/constituency:blaenau_gwent,Blaenau Gwent,http://senedd.assembly.wales/UserData/5/2/2/Info00000225/bigpic.jpg,Alun.Davies@assembly.wales,http://www.alundaviesam.org/,http://www.facebook.com/AMAlunDavies,http://twitter.com/AlunDaviesAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=225,,2011-05-06,
241,Jenny Rathbone,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:cardiff_central,Cardiff Central,http://senedd.assembly.wales/UserData/1/4/2/Info00000241/bigpic.jpg,Jenny.Rathbone@assembly.wales,http://www.jennyrathbone.com,http://www.facebook.com/jenny.rathbone,http://twitter.com/JennyRathbone,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=241,,2011-05-06,
245,Julie Morgan,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:cardiff_north,Cardiff North,http://senedd.assembly.wales/UserData/5/4/2/Info00000245/bigpic.jpg,Julie.Morgan@assembly.wales,"","",http://twitter.com/JulieMorganLAB,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=245,,2011-05-06,
249,Vaughan Gething,The Deputy Minister for Health,Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:cardiff_south_and_penarth,Cardiff South and Penarth,http://senedd.assembly.wales/UserData/9/4/2/Info00000249/bigpic.jpg,Vaughan.Gething@assembly.wales,http://www.vaughangething.co.uk,http://www.facebook.com/vaughan.gethingassembly,http://twitter.com/vaughangething/,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=249,,2011-05-06,
253,Mark Drakeford,The Minister for Health and Social Services,Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:cardiff_west,Cardiff West,http://senedd.assembly.wales/UserData/3/5/2/Info00000253/bigpic.jpg,Mark.Drakeford@assembly.wales,http://www.markdrakeford.com/,http://www.facebook.com/mark.drakeford.39,http://twitter.com/MarkDrakeford,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=253,,2011-05-06,
267,Ken Skates,"The Deputy Minister for Culture, Sport and Tourism",Welsh Labour,ocd-division/country:gb-wls/region:north_wales/constituency:clwyd_south,Clwyd South,http://senedd.assembly.wales/UserData/7/6/2/Info00000267/bigpic.jpg,Ken.Skates@assembly.wales,"","",http://twitter.com/KenSkatesAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=267,,2011-05-06,
2717,Rhun ap Iorwerth,"",Plaid Cymru,ocd-division/country:gb-wls/region:north_wales/constituency:ynys_môn,Ynys Môn,http://senedd.assembly.wales/UserData/7/1/7/Info00002717/bigpic.jpg,rhun.apiorwerth@assembly.wales,https://www.partyof.wales/rhun-ap-iorwerth-am/?force=1,http://www.facebook.com/rhunynysmon,http://twitter.com/RhunapIorwerth,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=2717,,2013-08-02,
287,Gwyn R Price,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_east/constituency:islwyn,Islwyn,http://senedd.assembly.wales/UserData/7/8/2/Info00000287/bigpic.jpg,Gwyn.Price@assembly.wales,"","","",4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=287,,2011-05-06,
292,Keith Davies,"",Welsh Labour,ocd-division/country:gb-wls/region:mid_and_west_wales/constituency:llanelli,Llanelli,http://senedd.assembly.wales/UserData/2/9/2/Info00000292/bigpic.jpg,Keith.Davies@assembly.wales,http://keithdavies.org.uk/,http://www.facebook.com/KeithDaviesAM,http://twitter.com/KeithDaviesAC,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=292,,2011-05-06,
303,Russell George,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:mid_and_west_wales/constituency:montgomeryshire,Montgomeryshire,http://senedd.assembly.wales/UserData/3/0/3/Info00000303/bigpic.jpg,Russell.George@assembly.wales,http://www.russellgeorge.com/,http://www.facebook.com/russelligeorge,http://twitter.com/russ_george,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=303,,2011-05-06,
321,Mick Antoniw,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:pontypridd,Pontypridd,http://senedd.assembly.wales/UserData/1/2/3/Info00000321/bigpic.jpg,Mick.Antoniw@assembly.wales,http://www.mickantoniw.co.uk/,http://www.facebook.com/Mick.Antoniw,http://twitter.com/@mickantoniw1,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=321,,2011-05-06,
332,Mike Hedges,"",Welsh Labour,ocd-division/country:gb-wls/region:south_wales_west/constituency:swansea_east,Swansea East,http://senedd.assembly.wales/UserData/2/3/3/Info00000332/bigpic.jpg,Mike.Hedges@assembly.wales,http://www.mikehedges.org.uk/,http://www.facebook.com/mike.john.hedges,http://twitter.com/MikeHedgesAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=332,,2011-05-06,
375,Rebecca Evans,The Deputy Minister for Farming and Food,Welsh Labour,ocd-division/country:gb-wls/region:mid_and_west_wales,Mid and West Wales,http://senedd.assembly.wales/UserData/5/7/3/Info00000375/bigpic.jpg,Rebecca.Evans@assembly.wales,"",http://www.facebook.com/pages/Rebecca-Evans-AM/252919211429832,http://twitter.com/rebeccaevansam,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=375,,2011-05-06,
378,William Powell,"",Welsh Liberal Democrats,ocd-division/country:gb-wls/region:mid_and_west_wales,Mid and West Wales,http://senedd.assembly.wales/UserData/8/7/3/Info00000378/bigpic.jpg,William.Powell@assembly.wales,"","",http://twitter.com/WilliamPowellAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=378,,2011-05-06,
383,Simon Thomas,"",Plaid Cymru,ocd-division/country:gb-wls/region:mid_and_west_wales,Mid and West Wales,http://senedd.assembly.wales/UserData/3/8/3/Info00000383/bigpic.jpg,Simon.Thomas@assembly.wales,http://www.english.simonthomas.plaidcymru.org/,http://www.facebook.com/SimonThomasAber,http://twitter.com/SimonThomasAC,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=383,,2011-05-06,
407,Antoinette Sandbach,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:north_wales,North Wales,http://www.senedd.assemblywales.org/UserData/7/0/4/Info00000407/bigpic.jpg,Antoinette.Sandbach@assembly.wales,"","","",4,http://www.senedd.assemblywales.org/mgUserInfo.aspx?UID=407,,2011-05-06,2015-05-08
4087,Janet Haworth,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:north_wales,North Wales,http://senedd.assembly.wales/UserData/7/8/0/Info00004087/bigpic.jpg,Janet.Haworth@Assembly.Wales,"","","",4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=4087,,2015-05-27,
421,Aled Roberts,"",Welsh Liberal Democrats,ocd-division/country:gb-wls/region:north_wales,North Wales,http://senedd.assembly.wales/UserData/1/2/4/Info00000421/bigpic.jpg,Aled.Roberts@assembly.wales,http://www.aledroberts.org.uk,http://www.facebook.com/pages/Aled-Roberts-AM/208885689161259,http://www.twitter.com/aledrobertsam,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=421,,2011-05-06,
425,Llyr Gruffydd,"",Plaid Cymru,ocd-division/country:gb-wls/region:north_wales,North Wales,http://senedd.assembly.wales/UserData/5/2/4/Info00000425/bigpic.jpg,llyr.gruffydd@assembly.wales,"","",http://twitter.com/LlyrGruffydd,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=425,,2011-05-06,
480,Eluned Parrott,"",Welsh Liberal Democrats,ocd-division/country:gb-wls/region:south_wales_central,South Wales Central,http://senedd.assembly.wales/UserData/0/8/4/Info00000480/bigpic.jpg,Eluned.Parrott@assembly.wales,http://www.elunedparrott.com/,http://www.facebook.com/pages/Eluned-Parrott-AM/257629110918049?ref=stream,http://twitter.com/ElunedParrottAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=480,,2011-07-06,
518,Lindsay Whittle,"",Plaid Cymru,ocd-division/country:gb-wls/region:south_wales_east,South Wales East,http://senedd.assembly.wales/UserData/8/1/5/Info00000518/bigpic.jpg,Lindsay.Whittle@assembly.wales,"","","",4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=518,,2011-05-06,
541,Suzy Davies,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:south_wales_west,South Wales West,http://senedd.assembly.wales/UserData/1/4/5/Info00000541/bigpic.jpg,Suzy.Davies@assembly.wales,"","",http://twitter.com/suzydaviesam,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=541,,2011-05-06,
542,Byron Davies,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:south_wales_west,South Wales West,http://www.senedd.assemblywales.org/UserData/2/4/5/Info00000542/bigpic.jpg,Byron.Davies@assembly.wales,"","",https://twitter.com/Byron_Davies,4,http://www.senedd.assemblywales.org/mgUserInfo.aspx?UID=542,,2011-05-06,2015-05-15
543,Altaf Hussain,"",Welsh Conservative Party,ocd-division/country:gb-wls/region:south_wales_west,South Wales West,http://senedd.assembly.wales/UserData/3/4/5/Info00000543/bigpic.jpg,Altaf.Hussain@Assembly.wales,"","","",4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=543,,2015-05-19,
582,Leighton Andrews,The Minister for Public Services,Welsh Labour,ocd-division/country:gb-wls/region:south_wales_central/constituency:rhondda,Rhondda,http://senedd.assembly.wales/UserData/2/8/5/Info00000582/bigpic.jpg,Leighton.Andrews@assembly.wales,http://www.leightonandrews.com/,http://www.facebook.com/LeightonAndrews,http://twitter.com/leightonandrews,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=582,,2011-05-06,
584,Julie James,The Deputy Minister for Skills and Technology,Welsh Labour,ocd-division/country:gb-wls/region:south_wales_west/constituency:swansea_west,Swansea West,http://senedd.assembly.wales/UserData/4/8/5/Info00000584/bigpic.jpg,Julie.James@assembly.wales,http://www.juliejamesam.co.uk/,http://www.facebook.com/pages/Julie-James-for-Swansea-West/142880979097055,http://twitter.com/JulieJamesAM,4,http://senedd.assembly.wales/mgUserInfo.aspx?UID=584,,2011-05-06,
