id,name,full_name,photo,email,official_website,wikipedia,twitter,source,identifier__parlamento,term,party,area
ana-paula-vitorino,Ana Paula Vitorino,Ana Paula Mendes Vitorino,http://demo.cratica.org/media/img/deputados/2263.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2263,"","",http://demo.cratica.org/deputados/ana-paula-vitorino/,2263,12,PS,Porto
ana-paula-vitorino,Ana Paula Vitorino,Ana Paula Mendes Vitorino,http://demo.cratica.org/media/img/deputados/2263.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2263,"","",http://demo.cratica.org/deputados/ana-paula-vitorino/,2263,11,PS,Porto
ana-paula-vitorino,Ana Paula Vitorino,Ana Paula Mendes Vitorino,http://demo.cratica.org/media/img/deputados/2263.jpg,gp_ps@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2263,"","",http://demo.cratica.org/deputados/ana-paula-vitorino/,2263,10,PS,Lisboa
ana-sofia-bettencourt,Ana Sofia Bettencourt,Ana Sofia Fernandes Bettencourt,http://demo.cratica.org/media/img/deputados/4435.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4435,"","",http://demo.cratica.org/deputados/ana-sofia-bettencourt/,4435,12,PSD,Lisboa
andreia-neto,Andreia Neto,Andreia Carina Machado da Silva Neto,http://demo.cratica.org/media/img/deputados/4396.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4396,"","",http://demo.cratica.org/deputados/andreia-neto/,4396,12,PSD,Porto
andre-pardal,André Pardal,André Tiago Pardal da Silva,http://demo.cratica.org/media/img/deputados/4443.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4443,"","",http://demo.cratica.org/deputados/andre-pardal/,4443,12,PSD,Lisboa
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,12,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,11,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,10,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,9,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,8,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,7,PS,Braga
antonio-braga,António Braga,António Fernandes da Silva Braga,http://demo.cratica.org/media/img/deputados/152.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=152,"","",http://demo.cratica.org/deputados/antonio-braga/,152,6,PS,Braga
antonio-cardoso,António Cardoso,António Alves Cardoso,http://demo.cratica.org/media/img/deputados/1550.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1550,"","",http://demo.cratica.org/deputados/antonio-cardoso/,1550,12,PS,Aveiro
antonio-cardoso,António Cardoso,António Alves Cardoso,http://demo.cratica.org/media/img/deputados/1550.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1550,"","",http://demo.cratica.org/deputados/antonio-cardoso/,1550,7,PS,Aveiro
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,12,PCP,Santarém
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,11,PCP,Santarém
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,10,PCP,Lisboa
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,9,PCP,Lisboa
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,8,PCP,Lisboa
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,7,PCP,Lisboa
antonio-filipe,António Filipe,António Filipe Gaião Rodrigues,http://demo.cratica.org/media/img/deputados/209.jpg,af@pcp.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=209,http://pt.wikipedia.org/wiki/Ant%C3%B3nio_Filipe,http://twitter.com/AntonioFilipe,http://demo.cratica.org/deputados/antonio-filipe/,209,6,PCP,Lisboa
antonio-gameiro,António Gameiro,António Ribeiro Gameiro,http://demo.cratica.org/media/img/deputados/1977.jpg,agameiro@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1977,"","",http://demo.cratica.org/deputados/antonio-gameiro/,1977,12,PS,Santarém
antonio-gameiro,António Gameiro,António Ribeiro Gameiro,http://demo.cratica.org/media/img/deputados/1977.jpg,agameiro@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1977,"","",http://demo.cratica.org/deputados/antonio-gameiro/,1977,11,PS,Santarém
antonio-gameiro,António Gameiro,António Ribeiro Gameiro,http://demo.cratica.org/media/img/deputados/1977.jpg,agameiro@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1977,"","",http://demo.cratica.org/deputados/antonio-gameiro/,1977,10,PS,Santarém
antonio-proa,António Prôa,António Manuel Pimenta Prôa,http://demo.cratica.org/media/img/deputados/4439.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4439,"","",http://demo.cratica.org/deputados/antonio-proa/,4439,12,PSD,Lisboa
antonio-rodrigues,António Rodrigues,António Costa Rodrigues,http://demo.cratica.org/media/img/deputados/1132.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1132,"","",http://demo.cratica.org/deputados/antonio-rodrigues/,1132,12,PSD,Lisboa
antonio-rodrigues,António Rodrigues,António Costa Rodrigues,http://demo.cratica.org/media/img/deputados/1132.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1132,"","",http://demo.cratica.org/deputados/antonio-rodrigues/,1132,7,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,12,PSD,Viseu
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,11,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,10,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,9,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,8,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,7,PSD,Lisboa
armenio-santos,Arménio Santos,Arménio dos Santos,http://demo.cratica.org/media/img/deputados/26.jpg,asantos@psd.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=26,"","",http://demo.cratica.org/deputados/armenio-santos/,26,6,PSD,Lisboa
artur-rego,Artur Rêgo,Artur José Gomes Rêgo,http://demo.cratica.org/media/img/deputados/4018.jpg,arturrego@cds.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4018,"","",http://demo.cratica.org/deputados/artur-rego/,4018,12,CDS-PP,Faro
artur-rego,Artur Rêgo,Artur José Gomes Rêgo,http://demo.cratica.org/media/img/deputados/4018.jpg,arturrego@cds.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4018,"","",http://demo.cratica.org/deputados/artur-rego/,4018,11,CDS-PP,Faro
assuncao-esteves,Assunção Esteves,Maria da Assunção Andrade Esteves,http://demo.cratica.org/media/img/deputados/2006.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2006,"","",http://demo.cratica.org/deputados/assuncao-esteves/,2006,12,PSD,Lisboa
assuncao-esteves,Assunção Esteves,Maria da Assunção Andrade Esteves,http://demo.cratica.org/media/img/deputados/2006.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2006,"","",http://demo.cratica.org/deputados/assuncao-esteves/,2006,9,PSD,Vila Real
bravo-nico,Bravo Nico,José Carlos Bravo Nico,http://demo.cratica.org/media/img/deputados/2729.jpg,bravonico@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2729,"","",http://demo.cratica.org/deputados/bravo-nico/,2729,12,PS,Évora
bravo-nico,Bravo Nico,José Carlos Bravo Nico,http://demo.cratica.org/media/img/deputados/2729.jpg,bravonico@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2729,"","",http://demo.cratica.org/deputados/bravo-nico/,2729,11,PS,Évora
bravo-nico,Bravo Nico,José Carlos Bravo Nico,http://demo.cratica.org/media/img/deputados/2729.jpg,bravonico@ps.parlamento.pt,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=2729,"","",http://demo.cratica.org/deputados/bravo-nico/,2729,10,PS,Évora
bruno-coimbra,Bruno Coimbra,Bruno Manuel Pereira Coimbra,http://demo.cratica.org/media/img/deputados/4304.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4304,"","",http://demo.cratica.org/deputados/bruno-coimbra/,4304,12,PSD,Aveiro
bruno-dias,Bruno Dias,Bruno Ramos Dias,http://demo.cratica.org/media/img/deputados/1715.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1715,"","",http://demo.cratica.org/deputados/bruno-dias/,1715,12,PCP,Setúbal
bruno-dias,Bruno Dias,Bruno Ramos Dias,http://demo.cratica.org/media/img/deputados/1715.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1715,"","",http://demo.cratica.org/deputados/bruno-dias/,1715,11,PCP,Setúbal
bruno-dias,Bruno Dias,Bruno Ramos Dias,http://demo.cratica.org/media/img/deputados/1715.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1715,"","",http://demo.cratica.org/deputados/bruno-dias/,1715,10,PCP,Setúbal
bruno-dias,Bruno Dias,Bruno Ramos Dias,http://demo.cratica.org/media/img/deputados/1715.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1715,"","",http://demo.cratica.org/deputados/bruno-dias/,1715,9,PCP,Setúbal
bruno-dias,Bruno Dias,Bruno Ramos Dias,http://demo.cratica.org/media/img/deputados/1715.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1715,"","",http://demo.cratica.org/deputados/bruno-dias/,1715,8,PCP,Setúbal
bruno-vitorino,Bruno Vitorino,Bruno Jorge Viegas Vitorino,http://demo.cratica.org/media/img/deputados/1713.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1713,"","",http://demo.cratica.org/deputados/bruno-vitorino/,1713,12,PSD,Setúbal
bruno-vitorino,Bruno Vitorino,Bruno Jorge Viegas Vitorino,http://demo.cratica.org/media/img/deputados/1713.jpg,"",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1713,"","",http://demo.cratica.org/deputados/bruno-vitorino/,1713,10,PSD,Setúbal
