id,name,group,group_id,gender,term,constituency,area-constituency,area-district,area-sub_region,area-region,area_type,qualification,email,phone,twitter,facebook,image,summary,date_of_birth,date_of_death,start_date,end_date
mp_346,Justine Khainza,National Resistance Movement,NRM,female,10,Woman Representative,,Bududa,Bugisu,Eastern,Rural,Bachelors,,,,,,,1982,,,
mp_347,Lillian S. Nakamate,National Resistance Movement,NRM,female,10,Woman Representative,,Luwero,Buganda,Central,Rural,,,,,,,,,,,
mp_348,Lilly Adong,National Resistance Movement,NRM,female,10,Woman Representative,,Nwoya,Acholi,Northern,Rural,Post Graduate,,,,,,,1976,,,
mp_349,Loy Katali,National Resistance Movement,NRM,female,10,Woman Representative,,Jinja,Busoga,Eastern,Rural-Urban,,,,,,,,,,,
mp_350,Lucy Akello,National Resistance Movement,NRM,female,10,Woman Representative,,Amuru,Acholi,Northern,Rural,,,,,,,,,,,
mp_351,Lydia Mirembe Kalule,National Resistance Movement,NRM,female,10,Woman Representative,,Butambala,Buganda,Central,Rural,,,,,,,,,,,
mp_352,Magret Komuhangi,National Resistance Movement,NRM,female,10,Woman Representative,,Nakasongola,Buganda,Central,Rural,Masters ,,,,,,,1970,,,
mp_353,Magret Mbeiza Kisira,National Resistance Movement,NRM,female,10,Woman Representative,,Kaliro ,Busoga,Eastern,Rural,,,,,,,,,,,
mp_354,Margaret Achila Aleper,National Resistance Movement,NRM,female,10,Woman Representative,,Kotido,Karamoja,Nothern,Rural,Bachelors,,,,,,,1963,,,
mp_355,Margaret Babadiri,National Resistance Movement,NRM,female,10,Woman Representative,,Koboko,West Nile,Nothern,Rural,Bachelors,,,,,,,1954,,,
mp_356,Margret Lamwaka,National Resistance Movement,NRM,female,10,Woman Representative,,Kitgum,Acholi,Nothern,Rural,,,,,,,,,,,
mp_357,Mariam Gorreti Elogu Ajilo,National Resistance Movement,NRM,female,10,Woman Representative,,Kaberamaido,Teso,Eastern,Rural,,,,,,,,,,,
mp_358,Mariam Naigaga,National Resistance Movement,NRM,female,10,Woman Representative,,Namutumba,Busoga,Eastern,Rural,,,,,,,,,,,
mp_359,Mary Babirye Kabanda,National Resistance Movement,NRM,female,10,Woman Representative,,Masaka,Buganda,Central,Rural,,,,,,,,,,,
mp_360,Mary Gorreti Kimono,National Resistance Movement,NRM,female,10,Woman Representative,,Manafwa,Bugisu,Eastern,Rural,,,,,,,,,,,
mp_361,Mary Karoro Okurut Busingye,National Resistance Movement,NRM,female,10,Woman Representative,,Bushenyi,Ankole,Western,Rural,Masters ,,,,,,,1954,,,
mp_362,Milly Mugenyi,National Resistance Movement,NRM,female,10,Woman Representative,,Butaleja,Bukedi,Eastern,Rural,,,,,,,,,,,
mp_363,Monicah Amoding,National Resistance Movement,NRM,female,10,Woman Representative,,Kumi,Teso,Eastern,Rural,Masters,,,,https://www.facebook.com/monicah.amoding.7?fref=ts,,,1981,,,
mp_364,Mourine Osoru ,National Resistance Movement,NRM,female,10,Woman Representative,,Arua,West Nile,Nothern,Rural-Urban,,,,,,,,,,,
mp_365,Nabila Nagayi Ssempala,National Resistance Movement,NRM,female,10,Woman Representative,,Kampala,Buganda,Central,Urban,Masters,,,,https://www.facebook.com/nabilah.sempala?fref=ts,,,1972,,,
mp_366,Norah Nyendwhoha Bigirwa,National Resistance Movement,NRM,female,10,Woman Representative,,Buliisa,Bunyoro,Western,Rural,,,,,,,,,,,
mp_367,Oliver Koyekyenga Katwesigye,National Resistance Movement,NRM,female,10,Woman Representative,,Buhweju,Ankole,Western,Rural,,,,,,,,,,,
mp_368,Pamela Nasiyo Kamugo,National Resistance Movement,NRM,female,10,Woman Representative,,Budaka,Bukedi,Eastern,Rural,,,,,,,,,,,
mp_369,Peace Kanyensigye Mubiru Kusasira,National Resistance Movement,NRM,female,10,Woman Representative,,Mukono,Buganda,Central,Rural,,,,,,,,1962,,,
mp_370,Rebecca Kadaga Alitwala,National Resistance Movement,NRM,female,10,Woman Representative,,Kamuli,Busoga,Eastern,Rural,Masters,,,https://twitter.com/RebeccaKadaga,https://www.facebook.com/rebeccakadaga/?fref=ts,,,1956,,,
mp_371,Robinah Nabbanja,National Resistance Movement,NRM,female,10,Woman Representative,,Kibaale,Bunyoro,Western,Rural,Masters,,,,,,,1969,,,
mp_372,Rose Atima Ayaka,National Resistance Movement,NRM,female,10,Woman Representative,,Maracha,West Nile,Nothern,Rural,,,,,,,,,,,
mp_373,Rose Kabagyenyi,National Resistance Movement,NRM,female,10,Woman Representative,,Kisoro,Kigezi,Western,Rural,,,,,,,,,,,
mp_374,Rosemary Nauwat,National Resistance Movement,NRM,female,10,Woman Representative,,Amudat,Karamoja,Eastern,Rural,Bachelors,,,,,,,1968,,,
mp_375,Rosemary Seninde Nansubuga,National Resistance Movement,NRM,female,10,Woman Representative,,Wakiso,Buganda,Central,Rural-Urban,Masters ,,,,,,,1965,,,
mp_376,Rosette Christine Kajungu,National Resistance Movement,NRM,female,10,Woman Representative,,Mbarara,Ankole,Western,Rural-Urban ,,,,,,,,,,,
mp_377,Ruth  Sentamu Nankabirwa,National Resistance Movement,NRM,female,10,Woman Representative,,Kiboga,Buganda,Central,Rural,Masters,,,,,,,1965,,,
mp_378,Santa Alum Ogwang,National Resistance Movement,NRM,female,10,Woman Representative,,Oyam,Lango,Nothern,Rural,Masters,,,,,,,1972,,,
mp_379,Sarah Lanyero Ocheing,National Resistance Movement,NRM,female,10,Woman Representative,,Lamwo,Acholi,Nothern,Rural,Masters,,,,,,,1967,,,
mp_380,Sarah Najjuma,National Resistance Movement,NRM,female,10,Woman Representative,,Nakaseke,Buganda,Central,Rural,,,,,,,,,,,
mp_381,Sarah Nakawunde,National Resistance Movement,NRM,female,10,Woman Representative,,Mpigi,Buganda,Central,Rural,Bachelors,,,,,,,1969,,,
mp_382,Sarah Opendi,National Resistance Movement,NRM,female,10,Woman Representative,,Tororo,Bukedi,Eastern,Rural,Masters,,,,,,,1968,,,
mp_383,Sarah Nambozo Wekomba,National Resistance Movement,NRM,female,10,Woman Representative,,Bulambuli,Bugisu,Eastern,Rural,,,,,https://www.facebook.com/sarah.wekomba?fref=ts,,,,,,
mp_384,Sheila Mwine,National Resistance Movement,NRM,female,10,Woman Representative,,Kirunura,Ankole,Western,Rural,,,,,,,,,,,
mp_385,Spellanza Muhenda Baguma,National Resistance Movement,NRM,female,10,Woman Representative,,Kyenjojo,Tooro/Rwenzori,Western,Rural,,,,,,,,,,,
mp_386,Stella Namoe,National Resistance Movement,NRM,female,10,Woman Representative,,Napak,Karamoja,Nothern,Rural,,,,,,,,,,,
mp_387,Sylvia Akello,National Resistance Movement,NRM,female,10,Woman Representative,,Otuke,Lango,Northern,Rural,,,,,,,,,,,
mp_388,Sylvia Nayebale,National Resistance Movement,NRM,female,10,Woman Representative,,Gomba,Buganda,Central,Rural,,,,,,,,,,,
mp_389,Sylvia Rwabwogo,National Resistance Movement,NRM,female,10,Woman Representative,,Kabarole,Tooro/Rwenzori,Western,Rural,,,,,,,,,,,
mp_390,Tophace Byagira Kaahwa,National Resistance Movement,NRM,female,10,Woman Representative,,Hoima,Bunyoro,Western,Rural,Bachelors,,,,https://www.facebook.com/profile.php?id=100009592909682,,,1974,,,
mp_391,Veronica Namaganda Nanyondo,National Resistance Movement,NRM,female,10,Woman Representative,,Bukomansimbi,Buganda,Central,Rural,,,,,,,,,,,
mp_392,Violet Adome Akurut,National Resistance Movement,NRM,female,10,Woman Representative,,Katakwi,Teso,Eastern,Rural,,,,https://twitter.com/vakurut,https://www.facebook.com/violet.akurut?fref=ts,,,,,,
mp_393,Winnie Kizza,National Resistance Movement,NRM,female,10,Woman Representative,,Kasese,Tooro/Rwenzori,Western,Rural,Masters,,,,https://www.facebook.com/profile.php?id=100009864459227&fref=ts,,,1970,,,
mp_394,Winfred Komuhangi Masiko,National Resistance Movement,NRM,female,10,Woman Representative,,Rukungiri,Kigezi,Western,Rural,,,,,,,,,,,
mp_395,Aisha Ssekindi,National Resistance Movement,NRM,female,10,Woman Representative,,Kalungu,Buganda,Central,Rural,,,,,,,,,,,
mp_396,Pauline Kemirembe Kyaka,National Resistance Movement,NRM,female,10,Woman Representative,,Lyatonde,Buganda,Central,Rural ,,,,,https://www.facebook.com/pauline.kemirembekyaka?fref=ts,,,,,,
mp_397,Rukiya Kulany Chekamondo ,National Resistance Movement,NRM,female,10,Woman Representative,,Kapchorwa,Sebei,Eastern,Rural,,,,,,,,,,,
mp_398,Dorothy Nshaija Kabaraitsya Azairwe ,National Resistance Movement,NRM,female,10,Woman Representative,,Kamwenge,Tooro/Rwenzori,Western,Rural,,,,,,,,,,,
mp_399,Cissy Dionizia Namujju,National Resistance Movement,NRM,female,10,Woman Representative,,Lwengo,Buganda,Central,Rural,,,,,https://www.facebook.com/cissy.namujju,,,,,,
mp_400,Veronica Babirye Kadogo,National Resistance Movement,NRM,female,10,Woman Representative,,Buyende ,Busoga,Eastern,Rural,Masters,,,,,,,1977,,,
mp_401,Unknown,Unknown,UNK,female,10,Woman Representative,,Kween ,Sebei,Eastern,Rural,,,,,,,,,,,
mp_402,Zaitun Driwaru,Independent,INDEP,female,10,Woman Representative,,Yumbe ,West Nile,Northern,Rural,,,,,,,,,,,
mp_403,Stella Kizza,Independent,INDEP,female,10,Woman Representative,,Kyegegwa ,Tooro/Rwenzori,Western,Rural,,,,,,,,,,,
